,Papel,Cotação,Tipo,Data últ cot,Empresa,Min 52 sem,Setor,Max 52 sem,Subsetor,Vol $ méd (2m),Valor de mercado,Últ balanço processado,Valor da firma,Nro. Ações,P/L,LPA,P/VP,VPA,P/EBIT,Marg. Bruta,PSR,Marg. EBIT,P/Ativos,Marg. Líquida,P/Cap. Giro,EBIT / Ativo,P/Ativ Circ Liq,ROIC,ROE,EV / EBITDA,Liquidez Corr,EV / EBIT,Div Br/ Patrim,Cres. Rec (5a),Giro Ativos,Ativo,Dív. Bruta,Disponibilidades,Dív. Líquida,Ativo Circulante,Patrim. Líq,Receita Líquida,Receita Líquida (3 meses),EBIT,EBIT (3 meses),Lucro Líquido,Lucro Líquido (3 meses),Div. Yield,Depósitos,Cart. de Crédito,Result Int Financ,Result Int Financ (3 meses),Rec Serviços,Rec Serviços (3 meses)
194,PEAB3,40.3,ON,15/07/2025,CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA ON,35.93,Holdings Diversificadas,45.71,Holdings Diversificadas,13268.0,761992000.0,31/03/2025,710154000.0,18908000.0,21.24,1.9,0.85,47.53,-42.52,58.4,7.83,-18.4,0.59,36.9,3.43,-1.4,-6.13,-1.7,4.0,-224.09,5.51,-39.63,0.18,5.9,0.08,1294400000.0,164106000.0,215944000.0,-51838000.0,271327000.0,898730000.0,97331000.0,26511000.0,-17920000.0,-5716000.0,35874000.0,2809000.0,2.1,,,,,,
195,PEAB4,42.51,PN,16/07/2025,CIA DE PARTICIPAÇÕES ALIANÇA DA BAHIA PN,42.51,Holdings Diversificadas,51.7,Holdings Diversificadas,3248.0,803779000.0,31/03/2025,751941000.0,18908000.0,22.41,1.9,0.89,47.53,-44.85,58.4,8.26,-18.4,0.62,36.9,3.62,-1.4,-6.46,-1.7,4.0,-237.28,5.51,-41.96,0.18,5.9,0.08,1294400000.0,164106000.0,215944000.0,-51838000.0,271327000.0,898730000.0,97331000.0,26511000.0,-17920000.0,-5716000.0,35874000.0,2809000.0,2.0,,,,,,
196,ZAMP3,3.4,ON,18/07/2025,ZAMP SA ON,2.1,Hoteis e Restaurantes,3.59,Restaurante e Similares,3139420.0,1383580000.0,31/03/2025,2127130000.0,406934000.0,-9.6,-0.35,0.91,3.73,-882.65,64.7,0.3,,0.32,-3.1,11.4,,-0.76,,-9.5,4.32,1.14,-1357.0,0.74,20.2,1.08,4345710000.0,1118600000.0,375050000.0,743555000.0,1005330000.0,1519080000.0,4686380000.0,1158640000.0,-1567520.0,522968.0,-144050000.0,-43500000.0,,,,,,,
197,MEAL3,1.35,ON NM,18/07/2025,IMC S/A ON NM,0.91,Hoteis e Restaurantes,1.74,Restaurante e Similares,468245.0,387014000.0,31/03/2025,780131000.0,286677000.0,-4.45,-0.3,0.39,3.45,-3.61,33.4,0.17,-4.8,0.15,-3.9,-1.82,-4.0,-0.31,-4.8,-8.8,5.5,0.66,-7.29,0.59,15.9,0.84,2649590000.0,587088000.0,193971000.0,393117000.0,409713000.0,987889000.0,2222420000.0,504136000.0,-107070000.0,-46419000.0,-87030000.0,-38631000.0,,,,,,,
198,HOOT4,3.98,PN,18/07/2025,HOTEIS OTHON SA PN,2.21,Hoteis e Restaurantes,4.3,Hotelaria,40080.0,73120600.0,31/03/2025,40875600.0,18372000.0,0.9,4.41,-1.53,-2.61,1.16,69.5,0.41,35.3,0.14,45.4,-1.26,12.1,-0.15,13.0,-169.2,0.56,0.64,0.65,-0.02,68.0,0.34,522192000.0,880000.0,33125000.0,-32245000.0,102363000.0,-47880000.0,178283000.0,59041000.0,63006000.0,25260000.0,81016000.0,12516000.0,,,,,,,
199,RPAD5,7.15,PNA,13/06/2025,ALFA HOLDINGS PNA,5.51,Intermediários Financeiros,8.54,Bancos,199.0,605476000.0,31/03/2025,482056000.0,84682000.0,-5.07,-1.41,0.64,11.22,-314.7,-,-,-,0.63,,4.95,-0.2,5.23,-0.2,-12.6,-250.55,31.58,-250.55,-,-,-,960397000.0,,123420000.0,-123420000.0,126437000.0,949721000.0,,,-1924000.0,-505000.0,-119405000.0,718000.0,8.7,,,,,,
200,RPAD3,4.3,ON,10/07/2025,ALFA HOLDINGS ON,3.75,Intermediários Financeiros,9.57,Bancos,295.0,364133000.0,31/03/2025,240713000.0,84682000.0,-3.05,-1.41,0.38,11.22,-189.26,-,-,-,0.38,,2.97,-0.2,3.15,-0.2,-12.6,-125.11,31.58,-125.11,-,-,-,960397000.0,,123420000.0,-123420000.0,126437000.0,949721000.0,,,-1924000.0,-505000.0,-119405000.0,718000.0,,,,,,,
201,RPAD6,4.04,PNB,27/06/2025,ALFA HOLDINGS PNB,3.5,Intermediários Financeiros,9.28,Bancos,229.0,342115000.0,31/03/2025,218695000.0,84682000.0,-2.87,-1.41,0.36,11.22,-177.82,-,-,-,0.36,,2.79,-0.2,2.96,-0.2,-12.6,-113.67,31.58,-113.67,-,-,-,960397000.0,,123420000.0,-123420000.0,126437000.0,949721000.0,,,-1924000.0,-505000.0,-119405000.0,718000.0,,,,,,,
202,BAZA3,71.02,ON,18/07/2025,BANCO DA AMAZONIA SA ON,66.8,Intermediários Financeiros,91.39,Bancos,775806.0,3981240000.0,31/03/2025,-,56058000.0,3.23,21.99,0.59,119.36,-,-,-,-,-,,-,,-,-,18.4,-,-,-,-,9.7,-,56724300000.0,,,,,6691270000.0,,,,,1232710000.0,307457000.0,11.2,,,533607000.0,144038000.0,814011000.0,196021000.0
203,BBAS3,20.26,ON,18/07/2025,BANCO DO BRASIL SA ON,20.26,Intermediários Financeiros,29.3,Bancos,748464000.0,116107000000.0,31/03/2025,-,5730830000.0,3.49,5.81,0.66,30.47,-,-,-,-,-,,-,,-,-,19.1,-,-,-,-,15.5,-,2379660000000.0,,,,,174643000000.0,,,,,33277400000.0,6798840000.0,11.7,,,54957100000.0,11334900000.0,20879700000.0,4658010000.0
204,BNBR3,92.1,ON,17/07/2025,BANCO DO NORDESTE ON,89.22,Intermediários Financeiros,110.9,Bancos,18229.0,9090270000.0,31/03/2025,-,98700000.0,4.16,22.12,0.64,143.01,-,-,-,-,-,,-,,-,-,15.5,-,-,-,-,10.3,-,70923900000.0,,,,,14115100000.0,,,,,2183060000.0,341213000.0,6.2,,,3764530000.0,765855000.0,3916420000.0,936114000.0
205,BMEB3,33.39,ON,16/07/2025,BANCO MERCANTIL DO BRASIL S/A ON,26.08,Intermediários Financeiros,38.92,Bancos,13878.0,3500340000.0,31/03/2025,-,104832000.0,4.23,7.89,1.85,18.08,-,-,-,-,-,,-,,-,-,43.7,-,-,-,-,22.8,-,27774000000.0,,,,,1894930000.0,,,,,827604000.0,240544000.0,6.1,,,3665980000.0,909638000.0,259862000.0,59327000.0
206,BGIP4,29.46,PN,18/07/2025,BANESE PN,19.03,Intermediários Financeiros,30.69,Bancos,60763.0,634804000.0,31/12/2024,-,21548000.0,4.33,6.81,0.78,37.59,-,-,-,-,-,,-,,-,-,18.1,-,-,-,-,2.2,-,11725000000.0,,,,,810042000.0,,,,,146703000.0,40519000.0,13.7,10112200000.0,4088820000.0,497705000.0,127881000.0,136663000.0,35560000.0
207,BRSR6,10.61,PNB,18/07/2025,BANRISUL S/A PNB,9.19,Intermediários Financeiros,12.8,Bancos,13715100.0,4339210000.0,31/03/2025,-,408974000.0,4.48,2.37,0.42,25.45,-,-,-,-,-,,-,,-,-,9.3,-,-,-,-,4.7,-,151182000000.0,,,,,10409200000.0,,,,,969507000.0,241318000.0,10.3,,,6113080000.0,1441650000.0,1030950000.0,278213000.0
208,PINE4,5.74,PN,18/07/2025,Pine PN,3.71,Intermediários Financeiros,5.97,Bancos,1361850.0,1301490000.0,31/03/2025,-,226740000.0,4.84,1.19,1.16,4.96,-,-,-,-,-,,-,,-,-,23.9,-,-,-,-,49.7,-,28132700000.0,,,,,1123630000.0,,,,,268721000.0,73452000.0,9.2,,,588806000.0,224382000.0,23263000.0,6111000.0
209,BMGB4,3.68,PN N1,18/07/2025,BANCO BMG PN N1,3.2,Intermediários Financeiros,4.32,Bancos,1825690.0,2146290000.0,31/03/2025,-,583232000.0,4.87,0.76,0.59,6.25,-,-,-,-,-,,-,,-,-,12.1,-,-,-,-,-4.4,-,51345600000.0,,,,,3648070000.0,,,,,440465000.0,114886000.0,10.5,27008500000.0,20512900000.0,1925680000.0,521484000.0,150452000.0,30083000.0
210,PINE3,5.78,ON N1,18/07/2025,Pine ON N1,3.82,Intermediários Financeiros,6.04,Bancos,21302.0,1310560000.0,31/03/2025,-,226740000.0,4.88,1.19,1.17,4.96,-,-,-,-,-,,-,,-,-,23.9,-,-,-,-,49.7,-,28132700000.0,,,,,1123630000.0,,,,,268721000.0,73452000.0,,,,588806000.0,224382000.0,23263000.0,6111000.0
211,BMEB4,38.61,PN,18/07/2025,BANCO MERCANTIL DO BRASIL S/A PN,29.09,Intermediários Financeiros,42.7,Bancos,448386.0,4047560000.0,31/03/2025,-,104832000.0,4.89,7.89,2.14,18.08,-,-,-,-,-,,-,,-,-,43.7,-,-,-,-,22.8,-,27774000000.0,,,,,1894930000.0,,,,,827604000.0,240544000.0,5.8,,,3665980000.0,909638000.0,259862000.0,59327000.0
212,BRSR3,11.63,ON,18/07/2025,BANRISUL S/A ON,10.63,Intermediários Financeiros,13.25,Bancos,51218.0,4756370000.0,31/03/2025,-,408974000.0,4.91,2.37,0.46,25.45,-,-,-,-,-,,-,,-,-,9.3,-,-,-,-,4.7,-,151182000000.0,,,,,10409200000.0,,,,,969507000.0,241318000.0,9.4,,,6113080000.0,1441650000.0,1030950000.0,278213000.0
213,BGIP3,34.99,ON,01/07/2025,BANESE ON,21.21,Intermediários Financeiros,35.0,Bancos,511.0,753965000.0,31/12/2024,-,21548000.0,5.14,6.81,0.93,37.59,-,-,-,-,-,,-,,-,-,18.1,-,-,-,-,2.2,-,11725000000.0,,,,,810042000.0,,,,,146703000.0,40519000.0,10.5,10112200000.0,4088820000.0,497705000.0,127881000.0,136663000.0,35560000.0
214,ABCB4,20.8,PN N2,18/07/2025,ABC Brasil PN N2,18.01,Intermediários Financeiros,22.23,Bancos,13506500.0,5088860000.0,31/03/2025,-,244657000.0,5.23,3.98,0.79,26.45,-,-,-,-,-,,-,,-,-,15.0,-,-,-,-,30.6,-,61267900000.0,,,,,6472310000.0,,,,,973814000.0,225568000.0,9.4,,,2028030000.0,792610000.0,257232000.0,60588000.0
215,BRSR5,15.6,PNA,15/07/2025,BANRISUL S/A PNA,12.53,Intermediários Financeiros,20.74,Bancos,694.0,6379990000.0,31/03/2025,-,408974000.0,6.58,2.37,0.61,25.45,-,-,-,-,-,,-,,-,-,9.3,-,-,-,-,4.7,-,151182000000.0,,,,,10409200000.0,,,,,969507000.0,241318000.0,8.8,,,6113080000.0,1441650000.0,1030950000.0,278213000.0
216,SANB3,12.5,ON,18/07/2025,SANTANDER ON,10.64,Intermediários Financeiros,14.39,Bancos,1098920.0,93731600000.0,31/03/2025,-,7498530000.0,6.77,1.85,1.04,12.0,-,-,-,-,-,,-,,-,-,15.4,-,-,-,-,-8.0,-,1238750000000.0,,,,,90014800000.0,,,,,13847600000.0,3818040000.0,8.2,493342000000.0,325998000000.0,24125600000.0,7273770000.0,19095400000.0,4390460000.0
217,BBDC3,13.45,ON N1,18/07/2025,BANCO BRADESCO SA ON N1,9.85,Intermediários Financeiros,14.42,Bancos,132061000.0,142463000000.0,31/03/2025,-,10592000000.0,6.89,1.95,0.87,15.5,-,-,-,-,-,,-,,-,-,12.6,-,-,-,-,-4.5,-,1642110000000.0,,,,,164193000000.0,,,,,20676600000.0,5802080000.0,8.4,,,33643000000.0,9339440000.0,22621100000.0,5519180000.0
218,BEES4,8.42,PN,18/07/2025,BANESTES S/A PN,7.96,Intermediários Financeiros,9.86,Bancos,34511.0,2659990000.0,31/03/2025,-,315913000.0,7.02,1.2,1.17,7.19,-,-,-,-,-,,-,,-,-,16.7,-,-,-,-,13.4,-,38282100000.0,,,,,2271950000.0,,,,,378742000.0,54542000.0,6.1,,,1207530000.0,279001000.0,303838000.0,72178000.0
219,BEES3,8.49,ON,18/07/2025,BANESTES S/A ON,7.78,Intermediários Financeiros,8.81,Bancos,101177.0,2682100000.0,31/03/2025,-,315913000.0,7.08,1.2,1.18,7.19,-,-,-,-,-,,-,,-,-,16.7,-,-,-,-,13.4,-,38282100000.0,,,,,2271950000.0,,,,,378742000.0,54542000.0,6.1,,,1207530000.0,279001000.0,303838000.0,72178000.0
220,SANB11,26.3,UNT,18/07/2025,SANTANDER UNT,22.44,Intermediários Financeiros,30.08,Bancos,85423200.0,98605700000.0,31/03/2025,-,7498530000.0,7.12,3.69,1.1,24.01,-,-,-,-,-,,-,,-,-,15.4,-,-,-,-,-8.0,-,1238750000000.0,,,,,90014800000.0,,,,,13847600000.0,3818040000.0,8.2,493342000000.0,325998000000.0,24125600000.0,7273770000.0,19095400000.0,4390460000.0
221,SANB4,13.79,PN,18/07/2025,SANTANDER PN,11.73,Intermediários Financeiros,15.81,Bancos,1214800.0,103405000000.0,31/03/2025,-,7498530000.0,7.47,1.85,1.15,12.0,-,-,-,-,-,,-,,-,-,15.4,-,-,-,-,-8.0,-,1238750000000.0,,,,,90014800000.0,,,,,13847600000.0,3818040000.0,8.1,493342000000.0,325998000000.0,24125600000.0,7273770000.0,19095400000.0,4390460000.0
222,ITSA3,10.41,ON N1,18/07/2025,ITAÚSA ON N1,8.11,Intermediários Financeiros,11.26,Bancos,1160240.0,114446000000.0,31/03/2025,118272000000.0,10993800000.0,7.52,1.38,1.33,7.82,201.14,28.6,13.95,6.9,1.03,187.6,19.03,0.5,-14.3,0.6,17.7,66.22,1.97,207.86,0.13,3.6,0.07,110639000000.0,11262000000.0,7436000000.0,3826000000.0,12196000000.0,85938000000.0,8202000000.0,1903000000.0,569000000.0,19000000.0,15217000000.0,3914000000.0,8.1,,,,,,
223,ITSA4,10.45,PN N1,18/07/2025,ITAÚSA PN N1,7.91,Intermediários Financeiros,11.29,Bancos,279221000.0,114885000000.0,31/03/2025,118711000000.0,10993800000.0,7.55,1.38,1.34,7.82,201.91,28.6,14.01,6.9,1.04,187.6,19.1,0.5,-14.36,0.6,17.7,66.47,1.97,208.63,0.13,3.6,0.07,110639000000.0,11262000000.0,7436000000.0,3826000000.0,12196000000.0,85938000000.0,8202000000.0,1903000000.0,569000000.0,19000000.0,15217000000.0,3914000000.0,8.1,,,,,,
224,BBDC4,15.67,PN N1,18/07/2025,BANCO BRADESCO SA PN N1,10.77,Intermediários Financeiros,16.75,Bancos,501752000.0,165977000000.0,31/03/2025,-,10592000000.0,8.03,1.95,1.01,15.5,-,-,-,-,-,,-,,-,-,12.6,-,-,-,-,-4.5,-,1642110000000.0,,,,,164193000000.0,,,,,20676600000.0,5802080000.0,8.0,,,33643000000.0,9339440000.0,22621100000.0,5519180000.0
225,BPAC5,8.87,PNA,18/07/2025,BTGP BANCO PNA,6.74,Intermediários Financeiros,9.57,Bancos,29800.0,102059000000.0,31/03/2025,-,11506100000.0,8.35,1.06,1.71,5.2,-,-,-,-,-,,-,,-,-,20.5,-,-,-,-,31.6,-,499234000000.0,,,,,59778600000.0,,,,,12225400000.0,3209920000.0,1.7,129010000000.0,101261000000.0,8854680000.0,2252230000.0,3048250000.0,791739000.0
226,ITUB3,31.36,ON N1,18/07/2025,ITAUUNIBANCO ON N1,22.59,Intermediários Financeiros,33.68,Bancos,16566000.0,338203000000.0,31/03/2025,-,10784500000.0,8.59,3.65,1.75,17.96,-,-,-,-,-,,-,,-,-,20.3,-,-,-,-,79.8,-,459891000000.0,,,,,193682000000.0,,,,,39383000000.0,10876000000.0,8.0,94355000000.0,163530000000.0,6517000000.0,2466000000.0,12484000000.0,3044000000.0
227,BRBI11,16.16,UNT N2,18/07/2025,BR PARTNERS UNT N2,11.87,Intermediários Financeiros,16.85,Bancos,3427010.0,1696730000.0,31/03/2025,560100000.0,314987000.0,9.06,1.78,2.13,7.58,79.79,100.0,4.62,5.8,0.11,51.1,2.68,0.1,2.68,12.4,23.5,18.34,1.04,26.34,17.75,-20.3,0.02,15457600000.0,14133000000.0,15269600000.0,-1136630000.0,15295600000.0,796079000.0,366935000.0,81866000.0,21264000.0,8623000.0,187332000.0,43123000.0,12.4,,,,,,
228,ITUB4,35.07,PN N1,18/07/2025,ITAUUNIBANCO PN N1,25.71,Intermediários Financeiros,38.05,Bancos,761934000.0,378214000000.0,31/03/2025,-,10784500000.0,9.6,3.65,1.95,17.96,-,-,-,-,-,,-,,-,-,20.3,-,-,-,-,79.8,-,459891000000.0,,,,,193682000000.0,,,,,39383000000.0,10876000000.0,7.1,94355000000.0,163530000000.0,6517000000.0,2466000000.0,12484000000.0,3044000000.0
229,BMIN4,16.8,PN,18/07/2025,BANCO MERCANTIL DE INVESTIMENTOS SA PN,14.47,Intermediários Financeiros,22.57,Bancos,1161.0,81060000.0,31/03/2025,-,4825000.0,9.77,1.72,0.58,28.96,-,-,-,-,-,,-,,-,-,5.9,-,-,-,-,17.4,-,542395000.0,,,,,139754000.0,,,,,8296000.0,2752000.0,8.3,,,16534000.0,2895000.0,2240000.0,488000.0
230,BMIN3,20.0,ON,10/06/2025,BANCO MERCANTIL DE INVESTIMENTOS SA ON,16.84,Intermediários Financeiros,21.62,Bancos,89.0,96500000.0,31/03/2025,-,4825000.0,11.63,1.72,0.69,28.96,-,-,-,-,-,,-,,-,-,5.9,-,-,-,-,17.4,-,542395000.0,,,,,139754000.0,,,,,8296000.0,2752000.0,1.8,,,16534000.0,2895000.0,2240000.0,488000.0
231,BPAN4,7.6,PN,18/07/2025,BANCO PAN PN,6.18,Intermediários Financeiros,10.47,Bancos,14477900.0,9644930000.0,31/03/2025,-,1269070000.0,12.31,0.62,1.27,5.97,-,-,-,-,-,,-,,-,-,10.3,-,-,-,-,3.9,-,67445400000.0,,,,,7575030000.0,,,,,783269000.0,207798000.0,3.2,,,6908570000.0,1207230000.0,1477000000.0,347487000.0
232,BPAC11,40.33,UNT,18/07/2025,BTGP BANCO UNT,26.6,Intermediários Financeiros,42.87,Bancos,311679000.0,154681000000.0,31/03/2025,-,11506100000.0,12.65,3.19,2.59,15.59,-,-,-,-,-,,-,,-,-,20.5,-,-,-,-,31.6,-,499234000000.0,,,,,59778600000.0,,,,,12225400000.0,3209920000.0,1.1,129010000000.0,101261000000.0,8854680000.0,2252230000.0,3048250000.0,791739000.0
233,BSLI3,7.7,ON,18/07/2025,BRB ON,6.93,Intermediários Financeiros,13.59,Bancos,11380.0,3743590000.0,31/12/2024,-,486181000.0,19.13,0.4,1.02,7.58,-,-,-,-,-,,-,,-,-,5.3,-,-,-,-,10.7,-,61002400000.0,,,,,3687330000.0,,,,,195717000.0,102016000.0,48.9,,,2410540000.0,664902000.0,264840000.0,63900000.0
234,BSLI4,8.07,ON,18/07/2025,BRB ON,5.97,Intermediários Financeiros,12.86,Bancos,16417.0,3923480000.0,31/12/2024,-,486181000.0,20.05,0.4,1.06,7.58,-,-,-,-,-,,-,,-,-,5.3,-,-,-,-,10.7,-,61002400000.0,,,,,3687330000.0,,,,,195717000.0,102016000.0,51.3,,,2410540000.0,664902000.0,264840000.0,63900000.0
235,BPAC3,22.64,ON,18/07/2025,BTGP BANCO ON,13.18,Intermediários Financeiros,23.68,Bancos,64449.0,260499000000.0,31/03/2025,-,11506100000.0,21.31,1.06,4.36,5.2,-,-,-,-,-,,-,,-,-,20.5,-,-,-,-,31.6,-,499234000000.0,,,,,59778600000.0,,,,,12225400000.0,3209920000.0,0.7,129010000000.0,101261000000.0,8854680000.0,2252230000.0,3048250000.0,791739000.0
236,SUZB3,50.61,ON,18/07/2025,Suzano Papel ON,49.58,Madeira e Papel,64.87,Papel e Celulose,306808000.0,63977000000.0,31/03/2025,138589000000.0,1264120000.0,-67.1,-0.75,1.67,30.38,4.49,40.5,1.29,28.8,0.41,-1.9,3.01,9.2,-0.78,10.7,-2.5,5.78,2.61,9.73,2.37,7.8,0.32,155245000000.0,91042600000.0,16430800000.0,74611700000.0,34479100000.0,38398300000.0,49497600000.0,11552900000.0,14236300000.0,2395320000.0,-953470000.0,6340760000.0,4.0,,,,,,
237,RANI3,7.12,ON,18/07/2025,IRANI ON,5.98,Madeira e Papel,8.34,Papel e Celulose,4776030.0,1707590000.0,31/03/2025,2806610000.0,239830000.0,5.29,1.35,1.21,5.89,4.49,38.6,1.02,22.8,0.46,19.4,1.82,10.3,-1.78,13.2,22.8,4.81,3.51,7.38,1.25,7.1,0.45,3681570000.0,1766160000.0,667138000.0,1099020000.0,1308970000.0,1412250000.0,1666950000.0,423078000.0,380110000.0,110389000.0,322575000.0,58695000.0,9.3,,,,,,
238,EUCA4,17.18,PN,18/07/2025,EUCATEX PN,12.0,Madeira e Papel,19.25,Madeira,1132170.0,1591190000.0,31/03/2025,2176050000.0,92619000.0,6.61,2.6,0.6,28.64,3.66,34.0,0.54,14.7,0.33,8.1,1.61,8.9,-5.57,10.6,9.1,3.31,2.06,5.01,0.4,9.1,0.61,4854630000.0,1051570000.0,466715000.0,584854000.0,1916220000.0,2652920000.0,2961520000.0,744713000.0,434392000.0,134169000.0,240682000.0,95964000.0,4.3,,,,,,
239,EUCA3,19.57,ON,18/07/2025,EUCATEX ON,14.56,Madeira e Papel,23.19,Madeira,30508.0,1812550000.0,31/03/2025,2397410000.0,92619000.0,7.53,2.6,0.68,28.64,4.17,34.0,0.61,14.7,0.37,8.1,1.84,8.9,-6.35,10.6,9.1,3.64,2.06,5.52,0.4,9.1,0.61,4854630000.0,1051570000.0,466715000.0,584854000.0,1916220000.0,2652920000.0,2961520000.0,744713000.0,434392000.0,134169000.0,240682000.0,95964000.0,3.4,,,,,,
240,KLBN4,3.73,PN N2,18/07/2025,KLABIN PN N2,3.49,Madeira e Papel,4.61,Papel e Celulose,6753110.0,23050200000.0,31/03/2025,52756700000.0,6179680000.0,12.76,0.29,2.67,1.4,5.03,36.7,1.15,22.8,0.4,10.1,3.62,8.0,-0.69,9.6,20.9,5.87,1.96,11.51,4.19,9.5,0.35,57473200000.0,36176800000.0,6470300000.0,29706500000.0,12994800000.0,8626520000.0,20074200000.0,4858530000.0,4581900000.0,962723000.0,1806730000.0,401242000.0,6.3,,,,,,
241,KLBN11,18.77,UNT N2,18/07/2025,KLABIN UNT N2,17.54,Madeira e Papel,23.36,Papel e Celulose,90732300.0,23198500000.0,31/03/2025,52905000000.0,6179680000.0,12.84,1.46,2.69,6.98,5.06,36.7,1.16,22.8,0.4,10.1,3.65,8.0,-0.7,9.6,20.9,5.89,1.96,11.55,4.19,9.5,0.35,57473200000.0,36176800000.0,6470300000.0,29706500000.0,12994800000.0,8626520000.0,20074200000.0,4858530000.0,4581900000.0,962723000.0,1806730000.0,401242000.0,6.2,,,,,,
242,KLBN3,3.84,ON N2,18/07/2025,KLABIN ON N2,3.6,Madeira e Papel,4.9,Papel e Celulose,1502160.0,23730000000.0,31/03/2025,53436400000.0,6179680000.0,13.13,0.29,2.75,1.4,5.18,36.7,1.18,22.8,0.41,10.1,3.73,8.0,-0.72,9.6,20.9,5.95,1.96,11.66,4.19,9.5,0.35,57473200000.0,36176800000.0,6470300000.0,29706500000.0,12994800000.0,8626520000.0,20074200000.0,4858530000.0,4581900000.0,962723000.0,1806730000.0,401242000.0,6.1,,,,,,
243,DXCO3,5.14,ON,18/07/2025,DEXCO ON,5.06,Madeira e Papel,8.68,Madeira,14782100.0,4217710000.0,31/03/2025,9251960000.0,820566000.0,16.36,0.31,0.61,8.38,5.37,28.6,0.51,9.6,0.23,3.3,3.23,4.4,-0.69,5.1,3.8,4.64,1.37,11.79,0.95,3.6,0.46,17981800000.0,6522560000.0,1488310000.0,5034250000.0,4807340000.0,6872730000.0,8201210000.0,1902550000.0,784701000.0,70001000.0,257827000.0,45942000.0,1.0,,,,,,
244,FRIO3,205.0,ON NM,10/07/2025,Metalfrio ON NM,68.19,Máquinas e Equipamentos,330.0,Máq e Equip Industriais,36461.0,1288630000.0,31/03/2025,2000290000.0,6286000.0,-57.43,-3.57,3.93,52.18,14.26,16.7,0.56,3.9,0.67,-1.4,5.2,4.7,-6.43,6.7,-6.8,12.2,1.23,22.13,2.5,7.7,1.19,1928780000.0,819669000.0,108008000.0,711661000.0,1318620000.0,327983000.0,2298400000.0,543602000.0,90387000.0,21289000.0,-22438000.0,-3766000.0,,,,,,,
245,BDLL3,9.0,ON,11/06/2025,BARDELLA ON,8.3,Máquinas e Equipamentos,13.01,Máq e Equip Industriais,422.0,14400000.0,31/03/2025,184213000.0,1600000.0,-0.54,-16.8,-0.06,-145.99,-1.16,19.0,0.34,-29.5,0.03,-64.0,-0.05,-2.3,-0.03,-2.5,11.5,-17.7,0.46,-14.84,-0.8,21.9,0.08,531961000.0,187155000.0,17342000.0,169813000.0,227618000.0,-233585000.0,42009000.0,13043000.0,-12413000.0,-2653000.0,-26882000.0,-9647000.0,,,,,,,
246,BDLL4,7.45,PN,02/07/2025,BARDELLA PN,7.45,Máquinas e Equipamentos,9.8,Máq e Equip Industriais,1141.0,11920000.0,31/03/2025,181733000.0,1600000.0,-0.44,-16.8,-0.05,-145.99,-0.96,19.0,0.28,-29.5,0.02,-64.0,-0.05,-2.3,-0.02,-2.5,11.5,-17.47,0.46,-14.64,-0.8,21.9,0.08,531961000.0,187155000.0,17342000.0,169813000.0,227618000.0,-233585000.0,42009000.0,13043000.0,-12413000.0,-2653000.0,-26882000.0,-9647000.0,,,,,,,
247,INEP3,1.99,ON,18/07/2025,INEPAR S/A ON,1.29,Máquinas e Equipamentos,2.54,Máq e Equip Industriais,69739.0,88765800.0,31/12/2024,1015830000.0,44606000.0,-0.38,-5.22,-0.06,-32.47,-1.22,-48.0,20.16,-1647.0,0.1,-5378.8,-0.08,-7.8,-0.04,-8.3,16.1,-15.41,0.08,-14.01,-0.64,-21.6,,932845000.0,927512000.0,447000.0,927065000.0,96883000.0,-1448530000.0,4402000.0,1564000.0,-72502000.0,-43884000.0,-232695000.0,-69824000.0,,,,,,,
248,INEP4,1.59,PN,18/07/2025,INEPAR S/A PN,1.22,Máquinas e Equipamentos,2.29,Máq e Equip Industriais,55436.0,70923500.0,31/12/2024,997988000.0,44606000.0,-0.3,-5.22,-0.05,-32.47,-0.98,-48.0,16.11,-1647.0,0.08,-5378.8,-0.06,-7.8,-0.03,-8.3,16.1,-15.14,0.08,-13.77,-0.64,-21.6,,932845000.0,927512000.0,447000.0,927065000.0,96883000.0,-1448530000.0,4402000.0,1564000.0,-72502000.0,-43884000.0,-232695000.0,-69824000.0,,,,,,,
249,AERI3,4.23,ON NM,18/07/2025,AERIS ON NM,3.64,Máquinas e Equipamentos,12.1,Máq e Equip Industriais,753312.0,262768000.0,31/03/2025,1769720000.0,62120200.0,-0.27,-15.89,2.37,1.79,-0.37,10.8,0.22,-59.1,0.12,-81.5,-29.84,-34.0,-0.22,-37.4,-889.5,-2.89,0.99,-2.47,14.59,-18.8,0.58,2105580000.0,1619670000.0,112714000.0,1506950000.0,819003000.0,111006000.0,1211410000.0,210368000.0,-716138000.0,-589000.0,-987379000.0,-94544000.0,,,,,,,
250,NORD3,5.9,ON,14/07/2025,NORDON INDS METALURGICAS SA ON,5.35,Máquinas e Equipamentos,12.93,Máq e Equip Industriais,2243.0,39063900.0,31/03/2025,76997900.0,6621000.0,0.94,6.25,-0.32,-18.7,-46.73,91.0,15.23,-32.6,2.02,1613.8,-0.31,-4.3,-0.28,-4.4,-33.4,-92.1,0.01,-92.1,-0.31,13.0,0.13,19354000.0,37948000.0,14000.0,37934000.0,1526000.0,-123781000.0,2565000.0,615000.0,-836000.0,-420000.0,41394000.0,-960000.0,,,,,,,
