Papel,Cotação,Tipo,Data últ cot,Empresa,Min 52 sem,Setor,Max 52 sem,Subsetor,Vol $ méd (2m),Valor de mercado,Últ balanço processado,Valor da firma,Nro. Ações,P/L,LPA,P/VP,VPA,P/EBIT,Marg. Bruta,PSR,Marg. EBIT,P/Ativos,Marg. Líquida,P/Cap. Giro,EBIT / Ativo,P/Ativ Circ Liq,ROIC,ROE,EV / EBITDA,Liquidez Corr,EV / EBIT,Div Br/ Patrim,Cres. Rec (5a),Giro Ativos,Ativo,Dív. Bruta,Disponibilidades,Dív. Líquida,Ativo Circulante,Patrim. Líq,Receita Líquida,Receita Líquida (3 meses),EBIT,EBIT (3 meses),Lucro Líquido,Lucro Líquido (3 meses),Div. Yield
CEAB3,16.8,ON NM,29/08/2025,CEA MODAS ON NM,7.42,Comércio,20.65,Tecidos. Vestuário e Calçados,63414800.0,5178520000.0,30/06/2025,5442480000.0,308245000.0,10.31,1.63,1.5,11.21,5.09,55.1,0.65,12.7,0.58,6.3,3.78,11.5,-4.19,15.8,14.5,3.99,1.49,5.35,0.37,12.8,0.9,8869900000.0,1267840000.0,1003880000.0,263959000.0,4176960000.0,3455690000.0,8022470000.0,2058460000.0,1017210000.0,278631000.0,502151000.0,200313000.0,2.3
GUAR3,9.47,ON,29/08/2025,GUARARAPES CONFECÇÕES ON,5.59,Comércio,9.57,Tecidos. Vestuário e Calçados,7067620.0,4727420000.0,30/06/2025,5500000000.0,499200000.0,11.48,0.82,0.86,11.07,4.98,59.9,0.47,9.3,0.35,4.0,1.72,7.0,11.15,8.5,7.4,3.33,1.48,5.79,0.36,10.0,0.75,13546400000.0,1972670000.0,1200090000.0,772574000.0,8442820000.0,5527430000.0,10166300000.0,2635360000.0,949114000.0,274499000.0,411676000.0,143210000.0,1.2
LREN3,16.26,ON,29/08/2025,RENNER ON,10.58,Comércio,19.5,Tecidos. Vestuário e Calçados,251809000.0,17232900000.0,30/06/2025,16032800000.0,1059840000.0,12.6,1.29,1.67,9.72,5.02,61.2,1.12,22.2,0.92,8.9,3.68,18.3,6.73,22.0,13.3,3.4,1.74,4.67,0.06,12.4,0.82,18735300000.0,590597000.0,1790790000.0,-1200190000.0,10994600000.0,10300500000.0,15432900000.0,4167570000.0,3433590000.0,1011030000.0,1367960000.0,404496000.0,4.4
EPAR3,4.45,ON,29/08/2025,EMBPAR S/A ON,3.51,Comércio,5.05,Material de Transporte,35193.0,66131400.0,30/06/2025,63141400.0,14861000.0,13.4,0.33,1.62,2.75,-9.22,19.8,22.69,-245.9,1.17,169.3,14.91,-12.6,-7.03,-13.4,12.1,-10.67,3.21,-8.81,-,-73.9,0.05,56747000.0,,2990000.0,-2990000.0,6445000.0,40889000.0,2915000.0,574000.0,-7169000.0,-768000.0,4935000.0,-756000.0,41.3
MGLU3,8.19,ON NM,29/08/2025,MAGAZ LUIZA ON NM,5.64,Comércio,11.94,Eletrodomésticos,162884000.0,6052370000.0,30/06/2025,10146300000.0,738995000.0,15.7,0.52,0.55,15.0,3.35,30.7,0.16,4.7,0.16,1.0,1.4,4.9,-0.92,7.1,3.5,3.24,1.29,5.62,0.56,2.0,1.04,36913600000.0,6207500000.0,2113620000.0,4093880000.0,19219400000.0,11085100000.0,38312500000.0,9134670000.0,1805940000.0,425520000.0,385596000.0,-24356000.0,3.7
ESPA3,1.14,ON NM,29/08/2025,ESPACOLASER ON NM,0.67,Comércio,1.19,Produtos Diversos,394830.0,412022000.0,30/06/2025,1041030000.0,361423000.0,42.85,0.03,0.47,2.41,2.76,33.0,0.39,14.3,0.19,0.9,1.23,6.7,-1.28,7.4,1.1,4.36,1.48,6.97,0.93,10.5,0.47,2227080000.0,812361000.0,183354000.0,629007000.0,1033180000.0,871729000.0,1045890000.0,259218000.0,149332000.0,40053000.0,9616000.0,2584000.0,0.1
VSTE3,5.65,ON,29/08/2025,VESTE ON,5.53,Comércio,13.45,Tecidos. Vestuário e Calçados,52870.0,645987000.0,30/06/2025,957815000.0,114334000.0,1225.78,,0.62,9.15,12.64,63.1,0.56,4.4,0.38,,4.52,3.0,-5.56,3.4,0.1,4.28,1.38,18.75,0.33,11.2,0.69,1679930000.0,345344000.0,33516000.0,311828000.0,517712000.0,1045960000.0,1159030000.0,319906000.0,51093000.0,29775000.0,527000.0,15597000.0,
PCAR3,3.59,ON,29/08/2025,PÃO DE AÇÚCAR ON,2.25,Comércio e Distribuição,4.59,Alimentos,46164200.0,1760510000.0,30/06/2025,4386510000.0,490392000.0,-0.98,-3.67,0.69,5.21,1.14,27.4,0.09,8.1,0.1,-9.4,-5.93,8.4,-0.17,11.1,-70.5,1.62,0.95,2.83,1.73,-19.1,1.04,18363000000.0,4411000000.0,1785000000.0,2626000000.0,5218000000.0,2553000000.0,19158000000.0,4676000000.0,1548000000.0,374000000.0,-1800000000.0,-216000000.0,
VVEO3,0.89,ON NM,29/08/2025,VIVEO ON NM,0.83,Comércio e Distribuição,2.73,Medicamentos e Outros Produtos,1019110.0,287310000.0,30/06/2025,3139650000.0,322821000.0,-0.2,-4.53,0.16,5.54,-2.34,11.5,0.03,-1.1,0.03,-12.7,0.14,-1.3,-0.11,-1.8,-81.8,15.71,1.74,-25.6,2.05,17.5,1.25,9204030000.0,3664740000.0,812400000.0,2852340000.0,4814010000.0,1787200000.0,11472100000.0,2815510000.0,-122645000.0,85772000.0,-1461110000.0,-71358000.0,
BLAU3,12.93,ON NM,29/08/2025,BLAU ON NM,11.48,Comércio e Distribuição,16.72,Medicamentos e Outros Produtos,4010400.0,2319560000.0,30/06/2025,2525500000.0,179394000.0,8.21,1.58,1.02,12.63,6.13,40.0,1.31,21.4,0.67,15.8,2.09,10.9,5.69,13.0,12.5,5.76,3.17,6.68,0.22,7.4,0.51,3470560000.0,503859000.0,297922000.0,205937000.0,1625860000.0,2266030000.0,1767420000.0,464826000.0,378302000.0,102608000.0,282667000.0,63350000.0,2.6
PFRM3,8.86,ON NM,29/08/2025,PROFARMA ON NM,5.11,Comércio e Distribuição,9.03,Medicamentos e Outros Produtos,1510020.0,1096980000.0,30/06/2025,1941260000.0,123813000.0,9.3,0.95,0.82,10.79,3.45,14.8,0.1,2.9,0.2,1.1,1.28,5.9,-98.75,9.4,8.8,3.86,1.3,6.1,0.82,16.3,2.05,5370610000.0,1090840000.0,246566000.0,844274000.0,3738630000.0,1336390000.0,11032600000.0,2701970000.0,318292000.0,97775000.0,118009000.0,21769000.0,6.5
GMAT3,7.3,ON NM,29/08/2025,GRUPO MATEUS ON NM,5.8,Comércio e Distribuição,8.22,Alimentos,29743300.0,16413800000.0,30/06/2025,17501600000.0,2248470000.0,11.61,0.63,1.61,4.54,6.97,22.9,0.48,6.9,0.8,4.2,2.43,11.6,9.31,14.7,13.8,6.39,2.34,7.43,0.21,24.6,1.68,20393500000.0,2115520000.0,1027780000.0,1087740000.0,11817600000.0,10217400000.0,34175000000.0,8779640000.0,2356080000.0,594546000.0,1414300000.0,343597000.0,2.9
DMVF3,4.89,ON NM,29/08/2025,D1000VFARMA ON NM,4.46,Comércio e Distribuição,7.62,Medicamentos e Outros Produtos,258828.0,247449000.0,30/06/2025,250472000.0,50603000.0,12.73,0.38,0.27,17.83,7.89,29.3,0.1,1.3,0.13,0.8,5.37,1.7,-0.67,2.1,2.2,1.58,1.08,7.99,0.04,22.9,1.27,1893440000.0,34022000.0,30999000.0,3023000.0,620355000.0,902299000.0,2410690000.0,676688000.0,31361100.0,20475000.0,19435000.0,5456000.0,
PNVL3,10.25,ON,29/08/2025,PANVEL FARMÁCIAS ON,7.76,Comércio e Distribuição,10.35,Medicamentos e Outros Produtos,3248110.0,1541360000.0,30/06/2025,2568920000.0,150377000.0,13.13,0.78,1.25,8.21,7.92,32.0,0.3,3.8,0.46,2.3,1.87,5.9,-8.64,7.7,9.5,6.17,1.75,13.19,0.99,14.3,1.55,3326450000.0,1221610000.0,194052000.0,1027560000.0,1914040000.0,1234100000.0,5155270000.0,1313750000.0,194721000.0,55333000.0,117385000.0,25090000.0,3.5
PGMN3,3.62,ON NM,29/08/2025,PAGUE MENOS ON NM,2.44,Comércio e Distribuição,3.93,Medicamentos e Outros Produtos,3849690.0,2254080000.0,30/06/2025,3710940000.0,622673000.0,13.87,0.26,0.81,4.46,3.31,31.9,0.16,5.0,0.25,1.2,1.24,7.5,-1.65,10.1,5.9,3.09,1.58,5.45,0.61,18.1,1.5,9115560000.0,1700640000.0,243778000.0,1456860000.0,4959880000.0,2778330000.0,13684600000.0,3693370000.0,680548000.0,225933000.0,162563000.0,50233000.0,6.4
ASAI3,10.52,ON NM,29/08/2025,ASSAI ON NM,5.06,Comércio e Distribuição,11.86,Alimentos,150535000.0,14238100000.0,30/06/2025,26378100000.0,1353440000.0,15.44,0.68,2.54,4.14,2.53,16.7,0.19,7.4,0.32,1.2,9.93,12.7,-0.6,19.1,16.5,3.6,1.11,4.68,2.96,26.2,1.72,44303000000.0,16599000000.0,4459000000.0,12140000000.0,15053000000.0,5599000000.0,76280000000.0,19002000000.0,5634000000.0,1390000000.0,922000000.0,219000000.0,1.0
HYPE3,24.4,ON,29/08/2025,HYPERA ON,16.19,Comércio e Distribuição,28.15,Medicamentos e Outros Produtos,71144600.0,15455500000.0,30/06/2025,23095800000.0,633421000.0,20.81,1.17,1.29,18.93,16.48,56.1,2.32,14.1,0.64,11.0,13.16,3.9,-2.33,4.1,6.2,18.65,1.26,24.63,0.74,8.3,0.27,24237600000.0,8843920000.0,1203610000.0,7640310000.0,5611930000.0,11991900000.0,6661740000.0,2153940000.0,937598000.0,631251000.0,742678000.0,426689000.0,4.4
RADL3,17.55,ON,29/08/2025,RAIADROGASIL ON,13.36,Comércio e Distribuição,27.43,Medicamentos e Outros Produtos,181578000.0,30151000000.0,30/06/2025,33242100000.0,1718010000.0,24.65,0.71,4.52,3.88,12.77,29.4,0.74,5.8,1.31,3.0,7.98,10.2,-9.76,14.1,18.3,7.82,1.4,14.08,0.55,16.8,1.78,23052500000.0,3696400000.0,605299000.0,3091110000.0,13277600000.0,6671830000.0,40965900000.0,10831000000.0,2361330000.0,719385000.0,1223390000.0,374004000.0,2.3
POSI3,4.48,ON NM,29/08/2025,POSITIVO TEC ON NM,3.97,Computadores e Equipamentos,6.4,Computadores e Equipamentos,3298040.0,635264000.0,30/06/2025,1248610000.0,141800000.0,-815.49,-0.01,0.4,11.27,2.83,25.0,0.18,6.5,0.15,0.2,0.49,5.4,4.71,7.4,,4.25,1.93,5.56,0.81,3.3,0.83,4162290000.0,1289220000.0,675876000.0,613348000.0,2685930000.0,1597860000.0,3438240000.0,842246000.0,224728000.0,56682000.0,-779000.0,-57000.0,6.1
MLAS3,1.04,ON NM,29/08/2025,MULTILASER ON NM,0.92,Computadores e Equipamentos,1.91,Computadores e Equipamentos,1263760.0,853361000.0,30/06/2025,1011250000.0,820539000.0,-7.38,-0.14,0.29,3.62,-8.2,24.2,0.25,-3.0,0.16,-3.3,0.46,-1.9,0.69,-2.7,-3.9,-22.08,2.04,-9.71,0.22,-8.3,0.65,5346370000.0,656760000.0,498873000.0,157887000.0,3620680000.0,2971220000.0,3466280000.0,929659000.0,-104103000.0,192008.0,-115597000.0,19774000.0,
INTB3,12.41,ON NM,29/08/2025,INTELBRAS ON NM,11.25,Computadores e Equipamentos,22.08,Computadores e Equipamentos,28746100.0,4065650000.0,30/06/2025,4213370000.0,327611000.0,8.94,1.39,1.32,9.39,8.52,29.3,0.87,10.2,0.78,9.7,1.7,9.2,2.51,12.8,14.8,7.19,2.79,8.83,0.32,13.7,0.9,5211770000.0,985348000.0,837635000.0,147713000.0,3734050000.0,3076450000.0,4699270000.0,1246450000.0,477289000.0,130537000.0,454916000.0,136547000.0,3.9
FIEI3,21.79,ON,29/08/2025,FICA ON,8.0,Construção Civil,24.5,Incorporações,29681.0,52775400.0,31/03/2025,65222400.0,2422000.0,-104.92,-0.21,0.68,32.25,-9.48,58.3,24.1,-254.2,0.5,-23.1,5.43,-5.3,-8.62,-5.6,-0.6,-12.56,1.81,-11.71,0.16,-4.1,0.02,105853000.0,12454000.0,7000.0,12447000.0,21645000.0,78111000.0,2190000.0,46000.0,-5568000.0,-1014000.0,-503000.0,-1336000.0,
EVEN3,7.74,ON NM,29/08/2025,Even ON NM,5.31,Construção Civil,7.74,Incorporações,4409830.0,1548000000.0,30/06/2025,1750420000.0,200000000.0,-73.45,-0.11,0.82,9.48,7.93,27.9,1.04,13.1,0.3,4.1,0.5,3.8,1.59,4.7,-1.1,8.78,4.8,8.96,0.59,-3.1,0.29,5127150000.0,1125730000.0,923312000.0,202417000.0,3920510000.0,1896160000.0,1492060000.0,569753000.0,195277000.0,38748000.0,-21075000.0,48875000.0,5.2
AVLL3,1.78,ON NM,29/08/2025,ALPHAVILLE ON NM,1.62,Construção Civil,4.01,Incorporações,16448.0,347688000.0,30/06/2025,842364000.0,195330000.0,-5.81,-0.31,-2.59,-0.69,1.88,37.4,0.5,26.7,0.25,-5.4,-4.62,13.5,-0.37,16.7,44.6,4.51,0.88,4.55,-5.24,26.6,0.5,1373720000.0,704921000.0,210245000.0,494676000.0,529085000.0,-134409000.0,692761000.0,143524000.0,185232000.0,34056000.0,-59891000.0,-47411000.0,
GFSA3,13.38,ON,29/08/2025,GAFISA ON,12.95,Construção Civil,54.8,Incorporações,4791940.0,149348000.0,30/06/2025,1574240000.0,11162000.0,-4.02,-3.33,0.07,179.37,-0.69,-8.2,0.15,-22.2,0.03,-3.9,0.13,-4.2,-1.29,-4.5,-1.9,-7.75,1.62,-7.3,0.81,-2.3,0.19,5154480000.0,1627050000.0,202162000.0,1424890000.0,3036370000.0,2002080000.0,969425000.0,162291000.0,-215606000.0,-55505000.0,-37168000.0,6834000.0,
MRVE3,7.59,ON NM,29/08/2025,MRV ON NM,4.48,Construção Civil,8.13,Incorporações,68498200.0,4271860000.0,30/06/2025,11801300000.0,562827000.0,-2.98,-2.55,0.83,9.16,3.67,27.8,0.44,11.9,0.16,-14.7,0.71,4.2,-0.66,4.4,-27.8,8.48,1.68,10.15,1.52,8.9,0.36,27411800000.0,7852040000.0,322566000.0,7529480000.0,14896400000.0,5158010000.0,9808110000.0,2708840000.0,1162760000.0,393131000.0,-1433240000.0,-811858000.0,
TCSA3,1.54,ON NM,29/08/2025,TECNISA ON NM,1.15,Construção Civil,1.99,Incorporações,304972.0,113373000.0,30/06/2025,612364000.0,73619000.0,-0.69,-2.22,0.36,4.34,-0.86,-20.9,0.4,-46.6,0.1,-58.1,-0.29,-11.5,-0.23,-12.4,-51.2,-4.93,0.46,-4.64,1.79,21.0,0.25,1147150000.0,572618000.0,73627000.0,498991000.0,339408000.0,319278000.0,282977000.0,31369000.0,-131902000.0,-44906000.0,-163580000.0,-59362000.0,
RDNI3,2.04,ON NM,29/08/2025,RNI ON NM,2.04,Construção Civil,3.3,Incorporações,5686.0,89290800.0,30/06/2025,585483000.0,43770000.0,-0.64,-3.18,0.46,4.45,-1.59,16.6,0.21,-13.3,0.07,-32.1,0.35,-4.2,-0.19,-4.5,-71.6,-11.66,1.63,-10.45,2.82,0.6,0.32,1334680000.0,548227000.0,52035000.0,496192000.0,656846000.0,194587000.0,421628000.0,60339000.0,-56029000.0,-11837000.0,-139242000.0,-25960000.0,
VIVR3,0.66,ON NM,29/08/2025,VIVER ON NM,0.61,Construção Civil,2.35,Incorporações,37621.0,25321600.0,31/12/2024,26354600.0,38366000.0,-0.57,-1.16,0.18,3.71,10.17,29.9,0.22,2.2,0.09,-38.4,0.52,0.9,-1.96,1.0,-31.2,9.07,1.71,10.58,0.15,21.0,0.4,278798000.0,20670000.0,19637000.0,1033000.0,118084000.0,142168000.0,112726000.0,14786000.0,2491000.0,-2894000.0,-44354000.0,-358000.0,
JFEN3,1.48,ON,29/08/2025,JOÃO FORTES ENGENHARIA SA ON,1.43,Construção Civil,7.8,Incorporações,11061.0,18948400.0,30/06/2025,291096000.0,12803000.0,-0.08,-19.23,-0.2,-7.45,-0.14,-31.2,0.1,-66.1,0.02,-124.9,0.07,-16.7,-0.07,-18.2,258.0,-2.55,1.66,-2.22,-2.92,239.7,0.25,785887000.0,278904000.0,6756000.0,272148000.0,719833000.0,-95439000.0,198419000.0,45069000.0,-131226000.0,-20563000.0,-246218000.0,-56253000.0,
PDGR3,0.16,ON NM,29/08/2025,PDG REALT ON NM,0.16,Construção Civil,20.0,Incorporações,319388.0,4750560.0,30/06/2025,401639000.0,29691000.0,-0.01,-16.09,,-115.52,-0.09,20.5,0.03,-39.1,0.01,-341.2,-0.01,-10.6,,-26.1,13.9,-7.4,0.33,-7.35,-0.12,-24.0,0.27,514542000.0,426572000.0,29684000.0,396888000.0,345337000.0,-3429780000.0,139731000.0,29333000.0,-54653000.0,-11169000.0,-477592000.0,-82288000.0,
RSID3,1.99,ON N1,29/08/2025,ROSSI RESIDENCIAL ON N1,1.71,Construção Civil,4.08,Incorporações,12388.0,40341700.0,30/09/2024,392000000.0,20272200.0,0.15,13.63,-0.04,-47.95,-3.43,28.7,0.48,-14.0,0.08,328.5,-0.13,-2.3,-0.03,-2.5,-28.4,-33.75,0.45,-33.31,-0.39,2.2,0.17,503144000.0,379602000.0,27944000.0,351658000.0,252399000.0,-972057000.0,84333000.0,33401000.0,-11768000.0,7243000.0,276275000.0,-64974000.0,
JHSF3,5.7,ON NM,29/08/2025,JHSF Part ON NM,3.45,Construção Civil,5.7,Incorporações,13677600.0,3883540000.0,30/06/2025,7251570000.0,681323000.0,3.4,1.68,0.65,8.79,6.08,58.9,2.14,35.1,0.25,62.5,1.17,4.1,-1.11,4.8,19.1,10.26,2.48,11.35,0.93,-2.1,0.12,15473500000.0,5586440000.0,2218410000.0,3368030000.0,5572010000.0,5988660000.0,1817360000.0,496093000.0,638798000.0,186890000.0,1142880000.0,236125000.0,7.1
TRIS3,6.45,ON NM,29/08/2025,Trisul ON NM,4.04,Construção Civil,7.99,Incorporações,2284250.0,1203690000.0,30/06/2025,1601940000.0,186618000.0,6.02,1.07,0.78,8.23,6.13,30.9,0.93,15.2,0.37,15.9,0.65,6.0,1.06,7.4,13.0,7.2,2.81,8.16,0.63,12.0,0.39,3292030000.0,965427000.0,567173000.0,398254000.0,2862340000.0,1535000000.0,1291090000.0,293667000.0,196430000.0,38263000.0,199919000.0,48029000.0,4.7
LAVV3,12.91,ON NM,29/08/2025,LAVVI ON NM,6.6,Construção Civil,13.17,Incorporações,5295920.0,2523050000.0,30/06/2025,2581300000.0,195434000.0,6.12,2.11,1.61,8.0,6.14,34.9,1.41,23.0,0.66,26.6,1.2,10.7,3.07,13.8,26.4,6.27,3.84,6.28,0.54,32.1,0.47,3827980000.0,849037000.0,790791000.0,58246000.0,2833340000.0,1563360000.0,1785470000.0,481894000.0,411004000.0,114850000.0,412007000.0,118591000.0,8.4
CALI3,18.65,ON,29/08/2025,CAL S/A ON,18.65,Construção Civil,24.73,Incorporações,193.0,130345000.0,30/06/2025,208509000.0,6989000.0,6.3,2.96,0.74,25.32,30.61,24.1,0.84,2.8,0.21,15.4,0.44,0.7,7.31,0.7,11.7,30.09,4.26,48.97,0.74,17.7,0.24,635397000.0,130238000.0,52074000.0,78164000.0,384676000.0,176959000.0,154600000.0,75474000.0,4258000.0,7350000.0,20701000.0,7967000.0,1.4
CYRE3,28.12,PN,29/08/2025,CYRELA BRAZIL REALTY PN,15.59,Construção Civil,28.12,Incorporações,140540000.0,10798100000.0,30/06/2025,14420700000.0,384000000.0,6.41,4.39,1.1,25.48,7.12,32.6,1.26,17.7,0.46,16.4,1.16,6.5,15.7,7.6,17.2,8.93,3.36,9.5,0.7,17.6,0.37,23414800000.0,6889690000.0,3267090000.0,3622590000.0,13227800000.0,9786080000.0,8595790000.0,2107130000.0,1517180000.0,337235000.0,1685170000.0,387807000.0,3.8
EZTC3,14.78,ON NM,29/08/2025,EZTec ON NM,10.2,Construção Civil,15.17,Incorporações,17047400.0,3266220000.0,30/06/2025,3604160000.0,220989000.0,6.62,2.23,0.65,22.7,9.18,37.8,1.96,21.4,0.46,31.3,1.17,5.1,2.71,6.1,9.8,9.73,9.37,10.13,0.31,12.8,0.24,7031120000.0,1531710000.0,1193770000.0,337944000.0,3134470000.0,5016000000.0,1665930000.0,449254000.0,355835000.0,100375000.0,493241000.0,139907000.0,9.3
MELK3,3.78,ON NM,29/08/2025,MELNICK ON NM,2.42,Construção Civil,3.85,Incorporações,1420400.0,779698000.0,30/06/2025,820044000.0,206269000.0,6.63,0.57,0.73,5.19,5.44,25.2,0.65,11.9,0.3,15.7,0.65,5.5,1.4,6.7,11.0,5.57,2.65,5.72,0.41,15.8,0.46,2596780000.0,439029000.0,398683000.0,40346000.0,1938030000.0,1069820000.0,1206190000.0,337970000.0,143280000.0,50810000.0,117517000.0,39192000.0,31.1
MTRE3,3.64,ON NM,29/08/2025,MITRE REALTY ON NM,2.54,Construção Civil,4.19,Incorporações,2323960.0,385021000.0,30/06/2025,869736000.0,105775000.0,6.7,0.54,0.39,9.38,4.05,25.2,0.34,8.3,0.17,7.0,0.35,4.1,0.62,4.6,5.8,7.09,2.35,9.15,0.67,22.0,0.49,2310160000.0,667324000.0,182609000.0,484715000.0,1889250000.0,992548000.0,1140400000.0,256864000.0,95092000.0,20186000.0,57428000.0,10393000.0,14.0
MDNE3,25.91,ON NM,29/08/2025,MOURA DUBEUX ON NM,9.9,Construção Civil,26.52,Incorporações,17645300.0,2199990000.0,30/06/2025,2381690000.0,84909000.0,6.77,3.83,1.3,19.91,6.02,33.0,1.11,18.5,0.48,16.5,1.57,8.0,-3.85,9.1,19.2,6.3,2.54,6.51,0.29,30.8,0.43,4576480000.0,498306000.0,316610000.0,181696000.0,2307960000.0,1690840000.0,1973360000.0,664934000.0,365588000.0,135379000.0,324960000.0,120552000.0,4.8
TEND3,23.87,ON NM,29/08/2025,Tenda ON NM,11.73,Construção Civil,24.64,Incorporações,38524400.0,2925940000.0,30/06/2025,3355400000.0,122578000.0,7.56,3.16,2.48,9.62,5.91,29.4,0.81,13.7,0.5,10.4,1.58,8.5,-2.91,10.4,32.8,5.95,2.03,6.78,1.01,8.9,0.62,5850580000.0,1190670000.0,761207000.0,429466000.0,3647390000.0,1179660000.0,3619360000.0,991483000.0,495067000.0,130399000.0,386846000.0,203861000.0,2.4
PLPL3,14.47,ON NM,29/08/2025,PLANOEPLANO ON NM,7.84,Construção Civil,16.92,Incorporações,12771600.0,2950450000.0,30/06/2025,3134480000.0,203901000.0,8.25,1.75,3.24,4.47,3.97,33.2,1.06,26.7,0.97,15.1,1.57,24.4,5.9,34.3,39.2,4.11,3.74,4.22,0.81,27.0,0.91,3049800000.0,737803000.0,553766000.0,184037000.0,2561500000.0,911158000.0,2783420000.0,783815000.0,743053000.0,143609000.0,357510000.0,83539000.0,7.0
HBOR3,3.28,ON,29/08/2025,Helbor ON,1.25,Construção Civil,3.49,Incorporações,4521820.0,439031000.0,30/06/2025,1968990000.0,133851000.0,8.74,0.38,0.3,10.92,2.26,33.6,0.35,15.7,0.07,12.5,0.24,3.0,-0.95,3.2,3.4,9.16,2.31,10.12,1.19,7.7,0.19,6462800000.0,1740380000.0,210416000.0,1529960000.0,3179780000.0,1461370000.0,1237270000.0,285556000.0,194476000.0,32202000.0,50236000.0,1645000.0,3.1
DIRR3,15.45,ON NM,29/08/2025,Direcional Engenharia ON NM,7.67,Construção Civil,15.45,Incorporações,61052600.0,8041720000.0,30/06/2025,8032750000.0,520500000.0,11.65,1.33,3.65,4.23,9.26,37.8,2.12,22.9,0.7,21.1,2.32,7.5,-2.09,9.4,31.3,8.53,2.93,9.25,0.96,22.0,0.33,11566900000.0,2115600000.0,2124580000.0,-8977150.0,5250820000.0,2203630000.0,3794150000.0,1065210000.0,868786000.0,256734000.0,690183000.0,183742000.0,8.0
CURY3,34.16,ON NM,29/08/2025,CURY S/A ON NM,16.52,Construção Civil,34.23,Incorporações,64455200.0,9970450000.0,30/06/2025,9742690000.0,291875000.0,12.68,2.69,7.5,4.56,8.77,39.1,2.14,24.4,1.92,18.7,6.33,21.9,-16.62,33.8,59.1,8.32,2.1,8.57,0.98,32.9,0.9,5183960000.0,1303110000.0,1530880000.0,-227763000.0,3005750000.0,1329970000.0,4653630000.0,1346600000.0,1136960000.0,343627000.0,786561000.0,236731000.0,3.6
PTBL3,4.21,ON,29/08/2025,PORTOBELLO S/A ON,3.29,Construção e Engenharia,5.52,Produtos para Construção,899614.0,593555000.0,30/06/2025,1591710000.0,140987000.0,-4.05,-1.04,2.39,1.76,5.75,36.2,0.23,4.0,0.16,-5.7,-7.78,2.8,-0.28,3.9,-59.0,5.29,0.94,15.43,5.17,9.3,0.71,3625760000.0,1284820000.0,286666000.0,998154000.0,1258450000.0,248654000.0,2571920000.0,686794000.0,103178000.0,42444000.0,-146699000.0,-44193000.0,
AZEV4,0.51,PN,29/08/2025,AZEVEDO & TRAVASSOS PN,0.51,Construção e Engenharia,1.23,Construção Pesada,1594970.0,302305000.0,30/06/2025,1073760000.0,592754000.0,-2.42,-0.21,0.39,1.32,-2.74,-0.7,1.59,-58.0,0.14,-65.7,-1.79,-5.0,-0.32,-5.3,-16.0,-14.1,0.74,-9.75,1.01,39.7,0.09,2193030000.0,786405000.0,14947000.0,771458000.0,478724000.0,779741000.0,189812000.0,78940000.0,-110135000.0,-40585000.0,-124731000.0,61267000.0,
AZEV3,0.47,ON,29/08/2025,AZEVEDO & TRAVASSOS ON,0.43,Construção e Engenharia,1.23,Construção Pesada,837038.0,278594000.0,30/06/2025,1050050000.0,592754000.0,-2.23,-0.21,0.36,1.32,-2.53,-0.7,1.47,-58.0,0.13,-65.7,-1.65,-5.0,-0.3,-5.3,-16.0,-13.79,0.74,-9.53,1.01,39.7,0.09,2193030000.0,786405000.0,14947000.0,771458000.0,478724000.0,779741000.0,189812000.0,78940000.0,-110135000.0,-40585000.0,-124731000.0,61267000.0,
SOND5,56.0,PNA,26/08/2025,SONDOTECNICA S/A PNA,31.04,Construção e Engenharia,56.0,Engenharia Consultiva,1492.0,137648000.0,30/06/2025,102865000.0,2458000.0,5.28,10.61,2.14,26.14,3.85,31.3,0.64,16.8,1.17,12.3,4.67,30.5,9.09,44.6,40.6,2.49,1.76,2.87,-,32.0,1.82,117185000.0,,34783000.0,-34783000.0,68084000.0,64259000.0,213454000.0,48902000.0,35786000.0,8424000.0,26072000.0,4227000.0,11.2
SOND6,59.0,PNB,28/08/2025,SONDOTECNICA S/A PNB,31.44,Construção e Engenharia,59.0,Engenharia Consultiva,898.0,145022000.0,30/06/2025,110239000.0,2458000.0,5.56,10.61,2.26,26.14,4.05,31.3,0.68,16.8,1.24,12.3,4.92,30.5,9.58,44.6,40.6,2.66,1.76,3.08,-,32.0,1.82,117185000.0,,34783000.0,-34783000.0,68084000.0,64259000.0,213454000.0,48902000.0,35786000.0,8424000.0,26072000.0,4227000.0,10.6
ETER3,4.44,ON,29/08/2025,ETERNIT ON,3.62,Construção e Engenharia,6.26,Produtos para Construção,423100.0,274290000.0,30/06/2025,419830000.0,61777000.0,5.87,0.76,0.33,13.38,7.07,21.0,0.23,3.3,0.2,4.0,1.27,2.9,15.76,3.1,5.6,4.53,1.65,10.83,0.19,3.6,0.87,1359090000.0,155596000.0,10056000.0,145540000.0,549632000.0,826833000.0,1182160000.0,280122000.0,38777000.0,20473000.0,46708000.0,30620000.0,2.0
