Papel,Cotação,Tipo,Data últ cot,Empresa,Min 52 sem,Setor,Max 52 sem,Subsetor,Vol $ méd (2m),Valor de mercado,Últ balanço processado,Valor da firma,Nro. Ações,P/L,LPA,P/VP,VPA,P/EBIT,Marg. Bruta,PSR,Marg. EBIT,P/Ativos,Marg. Líquida,P/Cap. Giro,EBIT / Ativo,P/Ativ Circ Liq,ROIC,ROE,EV / EBITDA,Liquidez Corr,EV / EBIT,Div Br/ Patrim,Cres. Rec (5a),Giro Ativos,Ativo,Dív. Bruta,Disponibilidades,Dív. Líquida,Ativo Circulante,Patrim. Líq,Receita Líquida,Receita Líquida (3 meses),EBIT,EBIT (3 meses),Lucro Líquido,Lucro Líquido (3 meses),Div. Yield
LJQQ3,2.06,ON NM,22/10/2025,QUERO-QUERO ON NM,1.88,Comércio,3.3,Produtos Diversos,6397840.0,401850000.0,30/06/2025,273858000.0,195073000.0,-5.39,-0.38,0.82,2.51,133.15,33.3,0.16,0.1,0.11,-2.9,0.38,0.1,-0.75,0.1,-15.2,1.96,1.65,90.74,1.01,7.7,0.68,3738110000.0,496800000.0,624792000.0,-127992000.0,2711460000.0,489790000.0,2560000000.0,448762000.0,3017980.0,-61369000.0,-74534000.0,-46011000.0,5.9
BHIA3,3.15,ON,22/10/2025,CASAS BAHIA ON,2.65,Comércio,10.32,Eletrodomésticos,26593600.0,2059720000.0,30/06/2025,10603700000.0,653878000.0,-1.15,-2.73,1.34,2.35,1.04,30.7,0.07,7.0,0.06,-6.3,-0.37,5.9,-0.11,8.2,-115.9,3.51,0.71,5.35,6.78,-4.1,0.84,33525000000.0,10427000000.0,1883000000.0,8544000000.0,14020000000.0,1539000000.0,28238000000.0,6867000000.0,1983000000.0,501000000.0,-1784000000.0,-555000000.0,
AMER3,5.33,ON,22/10/2025,AMERICANAS ON,3.13,Comércio,9.52,Produtos Diversos,17505000.0,1067310000.0,30/06/2025,2175310000.0,200245000.0,0.12,45.44,0.24,21.85,-0.83,29.5,0.07,-8.9,0.07,63.2,0.51,-7.9,-0.2,-9.5,207.9,-7.11,1.49,-1.7,0.43,-5.0,0.89,16175000000.0,1883000000.0,775000000.0,1108000000.0,6356000000.0,4376000000.0,14401000000.0,3843000000.0,-1281000000.0,-190000000.0,9099000000.0,-98000000.0,
CGRA4,30.59,PN,22/10/2025,GRAZZIOTIN PN,21.63,Comércio,30.85,Tecidos. Vestuário e Calçados,479147.0,629714000.0,30/06/2025,460962000.0,20585600.0,5.34,5.72,0.66,46.11,7.06,52.4,0.84,11.9,0.48,15.8,1.72,6.8,2.85,8.6,12.4,3.95,2.75,5.17,-,6.9,0.57,1304540000.0,,168752000.0,-168752000.0,575911000.0,949228000.0,746685000.0,224797000.0,89222000.0,42755000.0,117834000.0,40075000.0,10.5
CGRA3,30.56,ON,22/10/2025,GRAZZIOTIN ON,21.98,Comércio,30.98,Tecidos. Vestuário e Calçados,62497.0,629096000.0,30/06/2025,460344000.0,20585600.0,5.34,5.72,0.66,46.11,7.05,52.4,0.84,11.9,0.48,15.8,1.72,6.8,2.85,8.6,12.4,3.94,2.75,5.16,-,6.9,0.57,1304540000.0,,168752000.0,-168752000.0,575911000.0,949228000.0,746685000.0,224797000.0,89222000.0,42755000.0,117834000.0,40075000.0,10.6
WLMM4,19.89,PN,22/10/2025,WLM PN,19.17,Comércio,32.52,Material de Transporte,47929.0,724288000.0,30/06/2025,1080620000.0,36414700.0,6.38,3.12,0.9,22.11,4.48,12.9,0.24,5.4,0.49,3.8,1.75,10.8,4.05,12.4,14.1,6.42,1.91,6.68,0.56,21.5,1.99,1492460000.0,449153000.0,92822000.0,356331000.0,866120000.0,805027000.0,2967530000.0,759013000.0,161726000.0,34882000.0,113605000.0,31183000.0,8.8
ALLD3,8.67,ON NM,22/10/2025,ALLIED ON NM,6.09,Comércio,8.83,Eletrodomésticos,1825160.0,822162000.0,30/06/2025,1035530000.0,94828300.0,7.37,1.18,0.55,15.81,6.87,11.6,0.15,2.2,0.25,2.1,0.79,3.6,1.46,6.0,7.4,6.05,1.76,8.66,0.3,-1.3,1.61,3335840000.0,450403000.0,237030000.0,213373000.0,2399400000.0,1499160000.0,5381580000.0,1392920000.0,119644000.0,40465000.0,111536000.0,15857000.0,23.3
SBFG3,12.3,ON,22/10/2025,GRUPO SBF ON,9.26,Comércio,13.92,Produtos Diversos,23718400.0,3008030000.0,30/06/2025,5184670000.0,244555000.0,7.85,1.57,1.03,11.9,5.24,49.1,0.41,7.8,0.36,5.2,3.01,6.8,-2.25,8.4,13.2,5.1,1.31,9.03,0.9,17.3,0.87,8435540000.0,2605680000.0,429032000.0,2176640000.0,4189090000.0,2910560000.0,7314620000.0,1817700000.0,574081000.0,106712000.0,383157000.0,46411000.0,4.4
WLMM3,20.25,ON,17/10/2025,WLM ON,20.25,Comércio,26.86,Material de Transporte,664.0,737397000.0,30/06/2025,1093730000.0,36414700.0,6.49,3.12,0.92,22.11,4.56,12.9,0.25,5.4,0.49,3.8,1.78,10.8,4.12,12.4,14.1,6.5,1.91,6.76,0.56,21.5,1.99,1492460000.0,449153000.0,92822000.0,356331000.0,866120000.0,805027000.0,2967530000.0,759013000.0,161726000.0,34882000.0,113605000.0,31183000.0,7.8
AZZA3,26.11,ON,22/10/2025,AZZAS 2154 ON,21.5,Comércio,45.3,Tecidos. Vestuário e Calçados,66328100.0,5391450000.0,30/06/2025,7601650000.0,206490000.0,6.78,3.85,0.65,40.39,5.74,54.7,0.47,8.1,0.35,6.9,2.08,6.0,-17.32,7.1,9.5,4.85,1.61,8.1,0.36,45.3,0.74,15516800000.0,3033360000.0,823162000.0,2210200000.0,6865970000.0,8339550000.0,11548400000.0,2901380000.0,938632000.0,352401000.0,794689000.0,537654000.0,2.2
CEAB3,16.62,ON NM,22/10/2025,CEA MODAS ON NM,7.42,Comércio,20.65,Tecidos. Vestuário e Calçados,63504000.0,5123030000.0,30/06/2025,5386990000.0,308245000.0,10.2,1.63,1.48,11.21,5.04,55.1,0.64,12.7,0.58,6.3,3.74,11.5,-4.14,15.8,14.5,3.95,1.49,5.3,0.37,12.8,0.9,8869900000.0,1267840000.0,1003880000.0,263959000.0,4176960000.0,3455690000.0,8022470000.0,2058460000.0,1017210000.0,278631000.0,502151000.0,200313000.0,2.3
GUAR3,9.53,ON,22/10/2025,GUARARAPES CONFECÇÕES ON,5.59,Comércio,10.2,Tecidos. Vestuário e Calçados,9873010.0,4757380000.0,30/06/2025,5529950000.0,499200000.0,11.56,0.82,0.86,11.07,5.01,59.9,0.47,9.3,0.35,4.0,1.73,7.0,11.22,8.5,7.4,3.34,1.48,5.83,0.36,10.0,0.75,13546400000.0,1972670000.0,1200090000.0,772574000.0,8442820000.0,5527430000.0,10166300000.0,2635360000.0,949114000.0,274499000.0,411676000.0,143210000.0,1.2
LREN3,14.47,ON,22/10/2025,RENNER ON,10.45,Comércio,19.27,Tecidos. Vestuário e Calçados,226858000.0,15335800000.0,30/06/2025,14135700000.0,1059840000.0,11.21,1.29,1.49,9.72,4.47,61.2,0.99,22.2,0.82,8.9,3.28,18.3,5.99,22.0,13.3,3.0,1.74,4.12,0.06,12.4,0.82,18735300000.0,590597000.0,1790790000.0,-1200190000.0,10994600000.0,10300500000.0,15432900000.0,4167570000.0,3433590000.0,1011030000.0,1367960000.0,404496000.0,5.4
EPAR3,4.3,ON,22/10/2025,EMBPAR S/A ON,3.51,Comércio,5.05,Material de Transporte,38616.0,63902300.0,30/06/2025,60912300.0,14861000.0,12.95,0.33,1.56,2.75,-8.91,19.8,21.92,-245.9,1.13,169.3,14.41,-12.6,-6.79,-13.4,12.1,-10.3,3.21,-8.5,-,-73.9,0.05,56747000.0,,2990000.0,-2990000.0,6445000.0,40889000.0,2915000.0,574000.0,-7169000.0,-768000.0,4935000.0,-756000.0,42.7
MGLU3,8.34,ON NM,22/10/2025,MAGAZ LUIZA ON NM,5.64,Comércio,11.45,Eletrodomésticos,239823000.0,6163220000.0,30/06/2025,10257100000.0,738995000.0,15.98,0.52,0.56,15.0,3.41,30.7,0.16,4.7,0.17,1.0,1.43,4.9,-0.93,7.1,3.5,3.27,1.29,5.68,0.56,2.0,1.04,36913600000.0,6207500000.0,2113620000.0,4093880000.0,19219400000.0,11085100000.0,38312500000.0,9134670000.0,1805940000.0,425520000.0,385596000.0,-24356000.0,3.7
ESPA3,1.08,ON NM,22/10/2025,ESPACOLASER ON NM,0.67,Comércio,1.35,Produtos Diversos,441269.0,390337000.0,30/06/2025,1019340000.0,361423000.0,40.59,0.03,0.45,2.41,2.61,33.0,0.37,14.3,0.18,0.9,1.16,6.7,-1.21,7.4,1.1,4.27,1.48,6.83,0.93,10.5,0.47,2227080000.0,812361000.0,183354000.0,629007000.0,1033180000.0,871729000.0,1045890000.0,259218000.0,149332000.0,40053000.0,9616000.0,2584000.0,0.2
VSTE3,4.66,ON,22/10/2025,VESTE ON,4.53,Comércio,10.7,Tecidos. Vestuário e Calçados,52879.0,532796000.0,30/06/2025,844624000.0,114334000.0,1011.0,,0.51,9.15,10.43,63.1,0.46,4.4,0.32,,3.73,3.0,-4.58,3.4,0.1,3.78,1.38,16.53,0.33,11.2,0.69,1679930000.0,345344000.0,33516000.0,311828000.0,517712000.0,1045960000.0,1159030000.0,319906000.0,51093000.0,29775000.0,527000.0,15597000.0,
PCAR3,3.54,ON,22/10/2025,PÃO DE AÇÚCAR ON,2.25,Comércio e Distribuição,4.59,Alimentos,60771100.0,1735990000.0,30/06/2025,4361990000.0,490392000.0,-0.96,-3.67,0.68,5.21,1.12,27.4,0.09,8.1,0.09,-9.4,-5.85,8.4,-0.16,11.1,-70.5,1.61,0.95,2.82,1.73,-19.1,1.04,18363000000.0,4411000000.0,1785000000.0,2626000000.0,5218000000.0,2553000000.0,19158000000.0,4676000000.0,1548000000.0,374000000.0,-1800000000.0,-216000000.0,
VVEO3,1.17,ON NM,22/10/2025,VIVEO ON NM,0.83,Comércio e Distribuição,2.73,Medicamentos e Outros Produtos,1709210.0,377700000.0,30/06/2025,3230040000.0,322821000.0,-0.26,-4.53,0.21,5.54,-3.08,11.5,0.03,-1.1,0.04,-12.7,0.18,-1.3,-0.15,-1.8,-81.8,16.16,1.74,-26.34,2.05,17.5,1.25,9204030000.0,3664740000.0,812400000.0,2852340000.0,4814010000.0,1787200000.0,11472100000.0,2815510000.0,-122645000.0,85772000.0,-1461110000.0,-71358000.0,
BLAU3,12.5,ON NM,22/10/2025,BLAU ON NM,11.41,Comércio e Distribuição,16.63,Medicamentos e Outros Produtos,2473290.0,2242420000.0,30/06/2025,2448360000.0,179394000.0,7.93,1.58,0.99,12.63,5.93,40.0,1.27,21.4,0.65,15.8,2.02,10.9,5.5,13.0,12.5,5.59,3.17,6.47,0.22,7.4,0.51,3470560000.0,503859000.0,297922000.0,205937000.0,1625860000.0,2266030000.0,1767420000.0,464826000.0,378302000.0,102608000.0,282667000.0,63350000.0,2.8
PFRM3,6.84,ON NM,22/10/2025,PROFARMA ON NM,5.66,Comércio e Distribuição,9.03,Medicamentos e Outros Produtos,1651100.0,846881000.0,30/06/2025,1691150000.0,123813000.0,7.18,0.95,0.63,10.79,2.66,14.8,0.08,2.9,0.16,1.1,0.98,5.9,-76.23,9.4,8.8,3.36,1.3,5.31,0.82,16.3,2.05,5370610000.0,1090840000.0,246566000.0,844274000.0,3738630000.0,1336390000.0,11032600000.0,2701970000.0,318292000.0,97775000.0,118009000.0,21769000.0,8.4
GMAT3,6.24,ON NM,22/10/2025,GRUPO MATEUS ON NM,5.75,Comércio e Distribuição,8.15,Alimentos,29393400.0,14030500000.0,30/06/2025,15118200000.0,2248470000.0,9.92,0.63,1.37,4.54,5.95,22.9,0.41,6.9,0.69,4.2,2.07,11.6,7.96,14.7,13.8,5.52,2.34,6.42,0.21,24.6,1.68,20393500000.0,2115520000.0,1027780000.0,1087740000.0,11817600000.0,10217400000.0,34175000000.0,8779640000.0,2356080000.0,594546000.0,1414300000.0,343597000.0,3.9
DMVF3,4.74,ON NM,22/10/2025,D1000VFARMA ON NM,4.32,Comércio e Distribuição,7.62,Medicamentos e Outros Produtos,335295.0,239858000.0,30/06/2025,242881000.0,50603000.0,12.34,0.38,0.27,17.83,7.65,29.3,0.1,1.3,0.13,0.8,5.2,1.7,-0.65,2.1,2.2,1.53,1.08,7.74,0.04,22.9,1.27,1893440000.0,34022000.0,30999000.0,3023000.0,620355000.0,902299000.0,2410690000.0,676688000.0,31361100.0,20475000.0,19435000.0,5456000.0,
PNVL3,9.41,ON,22/10/2025,PANVEL FARMÁCIAS ON,7.75,Comércio e Distribuição,10.33,Medicamentos e Outros Produtos,2910010.0,1415050000.0,30/06/2025,2442610000.0,150377000.0,12.05,0.78,1.15,8.21,7.27,32.0,0.27,3.8,0.43,2.3,1.72,5.9,-7.94,7.7,9.5,5.86,1.75,12.54,0.99,14.3,1.55,3326450000.0,1221610000.0,194052000.0,1027560000.0,1914040000.0,1234100000.0,5155270000.0,1313750000.0,194721000.0,55333000.0,117385000.0,25090000.0,3.1
PGMN3,3.86,ON NM,22/10/2025,PAGUE MENOS ON NM,2.63,Comércio e Distribuição,3.98,Medicamentos e Outros Produtos,8638040.0,2557920000.0,30/06/2025,4014780000.0,662673000.0,15.73,0.25,0.92,4.19,3.76,31.9,0.19,5.0,0.28,1.2,1.41,7.5,-1.87,10.1,5.9,3.35,1.58,5.9,0.61,18.1,1.5,9115560000.0,1700640000.0,243778000.0,1456860000.0,4959880000.0,2778330000.0,13684600000.0,3693370000.0,680548000.0,225933000.0,162563000.0,50233000.0,5.6
ASAI3,7.87,ON NM,22/10/2025,ASSAI ON NM,5.06,Comércio e Distribuição,11.86,Alimentos,175619000.0,10651500000.0,30/06/2025,22791500000.0,1353440000.0,11.55,0.68,1.9,4.14,1.89,16.7,0.14,7.4,0.24,1.2,7.43,12.7,-0.45,19.1,16.5,3.11,1.11,4.05,2.96,26.2,1.72,44303000000.0,16599000000.0,4459000000.0,12140000000.0,15053000000.0,5599000000.0,76280000000.0,19002000000.0,5634000000.0,1390000000.0,922000000.0,219000000.0,1.4
HYPE3,23.02,ON,22/10/2025,HYPERA ON,16.02,Comércio e Distribuição,27.85,Medicamentos e Outros Produtos,55354400.0,14581400000.0,30/06/2025,22221700000.0,633421000.0,19.63,1.17,1.22,18.93,15.55,56.1,2.19,14.1,0.6,11.0,12.42,3.9,-2.2,4.1,6.2,17.94,1.26,23.7,0.74,8.3,0.27,24237600000.0,8843920000.0,1203610000.0,7640310000.0,5611930000.0,11991900000.0,6661740000.0,2153940000.0,937598000.0,631251000.0,742678000.0,426689000.0,5.1
RADL3,19.45,ON,22/10/2025,RAIADROGASIL ON,13.31,Comércio e Distribuição,25.59,Medicamentos e Outros Produtos,186464000.0,33415200000.0,30/06/2025,36506300000.0,1718010000.0,27.31,0.71,5.01,3.88,14.15,29.4,0.82,5.8,1.45,3.0,8.84,10.2,-10.82,14.1,18.3,8.58,1.4,15.46,0.55,16.8,1.78,23052500000.0,3696400000.0,605299000.0,3091110000.0,13277600000.0,6671830000.0,40965900000.0,10831000000.0,2361330000.0,719385000.0,1223390000.0,374004000.0,1.9
POSI3,4.1,ON NM,22/10/2025,POSITIVO TEC ON NM,3.93,Computadores e Equipamentos,6.4,Computadores e Equipamentos,3691500.0,581380000.0,30/06/2025,1194730000.0,141800000.0,-746.32,-0.01,0.36,11.27,2.59,25.0,0.17,6.5,0.14,0.2,0.45,5.4,4.31,7.4,,4.07,1.93,5.32,0.81,3.3,0.83,4162290000.0,1289220000.0,675876000.0,613348000.0,2685930000.0,1597860000.0,3438240000.0,842246000.0,224728000.0,56682000.0,-779000.0,-57000.0,6.7
MLAS3,0.96,ON NM,22/10/2025,MULTILASER ON NM,0.89,Computadores e Equipamentos,1.71,Computadores e Equipamentos,1878250.0,787718000.0,30/06/2025,945605000.0,820539000.0,-6.81,-0.14,0.27,3.62,-7.57,24.2,0.23,-3.0,0.15,-3.3,0.43,-1.9,0.63,-2.7,-3.9,-20.65,2.04,-9.08,0.22,-8.3,0.65,5346370000.0,656760000.0,498873000.0,157887000.0,3620680000.0,2971220000.0,3466280000.0,929659000.0,-104103000.0,192008.0,-115597000.0,19774000.0,
INTB3,11.34,ON NM,22/10/2025,INTELBRAS ON NM,10.9,Computadores e Equipamentos,19.72,Computadores e Equipamentos,24251800.0,3715110000.0,30/06/2025,3862820000.0,327611000.0,8.17,1.39,1.21,9.39,7.78,29.3,0.79,10.2,0.71,9.7,1.55,9.2,2.29,12.8,14.8,6.59,2.79,8.09,0.32,13.7,0.9,5211770000.0,985348000.0,837635000.0,147713000.0,3734050000.0,3076450000.0,4699270000.0,1246450000.0,477289000.0,130537000.0,454916000.0,136547000.0,4.3
FIEI3,17.8,ON,22/10/2025,FICA ON,8.0,Construção Civil,24.5,Incorporações,16793.0,43111600.0,30/06/2025,57017600.0,2422000.0,-65.03,-0.27,0.57,31.46,-8.31,55.1,21.22,-255.2,0.41,-32.9,6.16,-4.9,-4.53,-5.2,-0.9,-11.75,1.54,-10.99,0.18,-6.4,0.02,105726000.0,13917000.0,11000.0,13906000.0,20029000.0,76199000.0,2032000.0,54000.0,-5186000.0,-805000.0,-663000.0,-1912000.0,
EVEN3,7.32,ON NM,22/10/2025,Even ON NM,5.31,Construção Civil,8.18,Incorporações,4692630.0,1464000000.0,30/06/2025,1666420000.0,200000000.0,-69.47,-0.11,0.77,9.48,7.5,27.9,0.98,13.1,0.29,4.1,0.47,3.8,1.51,4.7,-1.1,8.36,4.8,8.53,0.59,-3.1,0.29,5127150000.0,1125730000.0,923312000.0,202417000.0,3920510000.0,1896160000.0,1492060000.0,569753000.0,195277000.0,38748000.0,-21075000.0,48875000.0,
AVLL3,1.57,ON NM,22/10/2025,ALPHAVILLE ON NM,1.49,Construção Civil,2.99,Incorporações,29170.0,306668000.0,30/06/2025,801344000.0,195330000.0,-5.12,-0.31,-2.28,-0.69,1.66,37.4,0.44,26.7,0.22,-5.4,-4.07,13.5,-0.32,16.7,44.6,4.29,0.88,4.33,-5.24,26.6,0.5,1373720000.0,704921000.0,210245000.0,494676000.0,529085000.0,-134409000.0,692761000.0,143524000.0,185232000.0,34056000.0,-59891000.0,-47411000.0,
GFSA3,6.48,ON,22/10/2025,GAFISA ON,6.12,Construção Civil,51.0,Incorporações,6147330.0,72329800.0,30/06/2025,1497220000.0,11162000.0,-1.95,-3.33,0.04,179.37,-0.34,-8.2,0.07,-22.2,0.01,-3.9,0.06,-4.2,-0.62,-4.5,-1.9,-7.37,1.62,-6.94,0.81,-2.3,0.19,5154480000.0,1627050000.0,202162000.0,1424890000.0,3036370000.0,2002080000.0,969425000.0,162291000.0,-215606000.0,-55505000.0,-37168000.0,6834000.0,
MRVE3,6.87,ON NM,22/10/2025,MRV ON NM,4.48,Construção Civil,8.13,Incorporações,62272600.0,3866620000.0,30/06/2025,11396100000.0,562827000.0,-2.7,-2.55,0.75,9.16,3.33,27.8,0.39,11.9,0.14,-14.7,0.64,4.2,-0.6,4.4,-27.8,8.19,1.68,9.8,1.52,8.9,0.36,27411800000.0,7852040000.0,322566000.0,7529480000.0,14896400000.0,5158010000.0,9808110000.0,2708840000.0,1162760000.0,393131000.0,-1433240000.0,-811858000.0,
TCSA3,1.25,ON NM,22/10/2025,TECNISA ON NM,1.15,Construção Civil,1.94,Incorporações,82689.0,92023800.0,30/06/2025,591015000.0,73619000.0,-0.56,-2.22,0.29,4.34,-0.7,-20.9,0.33,-46.6,0.08,-58.1,-0.23,-11.5,-0.19,-12.4,-51.2,-4.76,0.46,-4.48,1.79,21.0,0.25,1147150000.0,572618000.0,73627000.0,498991000.0,339408000.0,319278000.0,282977000.0,31369000.0,-131902000.0,-44906000.0,-163580000.0,-59362000.0,
RDNI3,2.02,ON NM,22/10/2025,RNI ON NM,2.02,Construção Civil,3.09,Incorporações,13845.0,88415400.0,30/06/2025,584607000.0,43770000.0,-0.63,-3.18,0.45,4.45,-1.58,16.6,0.21,-13.3,0.07,-32.1,0.35,-4.2,-0.19,-4.5,-71.6,-11.65,1.63,-10.43,2.82,0.6,0.32,1334680000.0,548227000.0,52035000.0,496192000.0,656846000.0,194587000.0,421628000.0,60339000.0,-56029000.0,-11837000.0,-139242000.0,-25960000.0,
VIVR3,0.83,ON NM,22/10/2025,VIVER ON NM,0.61,Construção Civil,1.61,Incorporações,136853.0,31843800.0,30/06/2025,39476800.0,38366000.0,-1.38,-0.6,0.39,2.15,-3.13,26.8,0.57,-18.1,0.13,-39.9,1.65,-4.3,-0.7,-4.6,-27.9,-4.04,1.23,-3.88,0.26,2.2,0.24,236917000.0,21179000.0,13546000.0,7633000.0,103514000.0,82564000.0,56358000.0,9378000.0,-10176000.0,-1860000.0,-23060000.0,-7285000.0,
JFEN3,1.48,ON,22/10/2025,JOÃO FORTES ENGENHARIA SA ON,1.43,Construção Civil,5.4,Incorporações,18668.0,18948400.0,30/06/2025,291096000.0,12803000.0,-0.08,-19.23,-0.2,-7.45,-0.14,-31.2,0.1,-66.1,0.02,-124.9,0.07,-16.7,-0.07,-18.2,258.0,-2.55,1.66,-2.22,-2.92,239.7,0.25,785887000.0,278904000.0,6756000.0,272148000.0,719833000.0,-95439000.0,198419000.0,45069000.0,-131226000.0,-20563000.0,-246218000.0,-56253000.0,
PDGR3,0.01,ON NM,22/10/2025,PDG REALT ON NM,0.01,Construção Civil,2.5,Incorporações,415819.0,6574970.0,30/06/2025,403463000.0,657497000.0,-0.01,-0.73,,-5.22,-0.12,20.5,0.05,-39.1,0.01,-341.2,-0.01,-10.6,,-26.1,13.9,-7.44,0.33,-7.38,-0.12,-24.0,0.27,514542000.0,426572000.0,29684000.0,396888000.0,345337000.0,-3429780000.0,139731000.0,29333000.0,-54653000.0,-11169000.0,-477592000.0,-82288000.0,
RSID3,1.7,ON N1,21/10/2025,ROSSI RESIDENCIAL ON N1,1.58,Construção Civil,3.3,Incorporações,17726.0,34462700.0,30/09/2024,386121000.0,20272200.0,0.12,13.63,-0.04,-47.95,-2.93,28.7,0.41,-14.0,0.07,328.5,-0.11,-2.3,-0.03,-2.5,-28.4,-33.24,0.45,-32.81,-0.39,2.2,0.17,503144000.0,379602000.0,27944000.0,351658000.0,252399000.0,-972057000.0,84333000.0,33401000.0,-11768000.0,7243000.0,276275000.0,-64974000.0,
JHSF3,6.11,ON NM,22/10/2025,JHSF Part ON NM,3.42,Construção Civil,6.47,Incorporações,26728900.0,4162880000.0,30/06/2025,7530910000.0,681323000.0,3.64,1.68,0.7,8.79,6.52,58.9,2.29,35.1,0.27,62.5,1.25,4.1,-1.19,4.8,19.1,10.65,2.48,11.79,0.93,-2.1,0.12,15473500000.0,5586440000.0,2218410000.0,3368030000.0,5572010000.0,5988660000.0,1817360000.0,496093000.0,638798000.0,186890000.0,1142880000.0,236125000.0,6.6
TRIS3,7.18,ON NM,22/10/2025,Trisul ON NM,4.04,Construção Civil,7.99,Incorporações,3324330.0,1339920000.0,30/06/2025,1738170000.0,186618000.0,6.7,1.07,0.87,8.23,6.82,30.9,1.04,15.2,0.41,15.9,0.73,6.0,1.18,7.4,13.0,7.81,2.81,8.85,0.63,12.0,0.39,3292030000.0,965427000.0,567173000.0,398254000.0,2862340000.0,1535000000.0,1291090000.0,293667000.0,196430000.0,38263000.0,199919000.0,48029000.0,4.2
LAVV3,13.64,ON NM,22/10/2025,LAVVI ON NM,6.6,Construção Civil,15.47,Incorporações,8796260.0,2665720000.0,30/06/2025,2723970000.0,195434000.0,6.47,2.11,1.71,8.0,6.49,34.9,1.49,23.0,0.7,26.6,1.27,10.7,3.25,13.8,26.4,6.61,3.84,6.63,0.54,32.1,0.47,3827980000.0,849037000.0,790791000.0,58246000.0,2833340000.0,1563360000.0,1785470000.0,481894000.0,411004000.0,114850000.0,412007000.0,118591000.0,8.0
CALI3,16.25,ON,22/10/2025,CAL S/A ON,16.1,Construção Civil,24.73,Incorporações,1969.0,113571000.0,30/06/2025,191735000.0,6989000.0,5.49,2.96,0.64,25.32,26.67,24.1,0.73,2.8,0.18,15.4,0.39,0.7,6.37,0.7,11.7,27.67,4.26,45.03,0.74,17.7,0.24,635397000.0,130238000.0,52074000.0,78164000.0,384676000.0,176959000.0,154600000.0,75474000.0,4258000.0,7350000.0,20701000.0,7967000.0,1.7
CYRE3,29.77,PN,22/10/2025,CYRELA BRAZIL REALTY PN,15.59,Construção Civil,30.74,Incorporações,149120000.0,11431700000.0,30/06/2025,15054300000.0,384000000.0,6.78,4.39,1.17,25.48,7.53,32.6,1.33,17.7,0.49,16.4,1.23,6.5,16.62,7.6,17.2,9.32,3.36,9.92,0.7,17.6,0.37,23414800000.0,6889690000.0,3267090000.0,3622590000.0,13227800000.0,9786080000.0,8595790000.0,2107130000.0,1517180000.0,337235000.0,1685170000.0,387807000.0,3.6
EZTC3,16.8,ON NM,22/10/2025,EZTec ON NM,10.2,Construção Civil,17.54,Incorporações,19827500.0,3712620000.0,30/06/2025,4050560000.0,220989000.0,7.53,2.23,0.74,22.7,10.43,37.8,2.23,21.4,0.53,31.3,1.33,5.1,3.08,6.1,9.8,10.93,9.37,11.38,0.31,12.8,0.24,7031120000.0,1531710000.0,1193770000.0,337944000.0,3134470000.0,5016000000.0,1665930000.0,449254000.0,355835000.0,100375000.0,493241000.0,139907000.0,8.2
MELK3,3.81,ON NM,22/10/2025,MELNICK ON NM,2.45,Construção Civil,4.18,Incorporações,2754420.0,785886000.0,30/06/2025,826232000.0,206269000.0,6.69,0.57,0.73,5.19,5.48,25.2,0.65,11.9,0.3,15.7,0.65,5.5,1.41,6.7,11.0,5.62,2.65,5.77,0.41,15.8,0.46,2596780000.0,439029000.0,398683000.0,40346000.0,1938030000.0,1069820000.0,1206190000.0,337970000.0,143280000.0,50810000.0,117517000.0,39192000.0,30.8
MTRE3,3.55,ON NM,22/10/2025,MITRE REALTY ON NM,2.49,Construção Civil,4.11,Incorporações,2296450.0,375501000.0,30/06/2025,860216000.0,105775000.0,6.54,0.54,0.38,9.38,3.95,25.2,0.33,8.3,0.16,7.0,0.35,4.1,0.6,4.6,5.8,7.02,2.35,9.05,0.67,22.0,0.49,2310160000.0,667324000.0,182609000.0,484715000.0,1889250000.0,992548000.0,1140400000.0,256864000.0,95092000.0,20186000.0,57428000.0,10393000.0,15.4
MDNE3,26.32,ON NM,22/10/2025,MOURA DUBEUX ON NM,9.9,Construção Civil,29.93,Incorporações,19169900.0,2234800000.0,30/06/2025,2416500000.0,84909000.0,6.88,3.83,1.32,19.91,6.11,33.0,1.13,18.5,0.49,16.5,1.6,8.0,-3.91,9.1,19.2,6.39,2.54,6.61,0.29,30.8,0.43,4576480000.0,498306000.0,316610000.0,181696000.0,2307960000.0,1690840000.0,1973360000.0,664934000.0,365588000.0,135379000.0,324960000.0,120552000.0,4.7
TEND3,23.28,ON NM,22/10/2025,Tenda ON NM,11.73,Construção Civil,27.2,Incorporações,42726600.0,2853620000.0,30/06/2025,3283080000.0,122578000.0,7.38,3.16,2.42,9.62,5.76,29.4,0.79,13.7,0.49,10.4,1.54,8.5,-2.84,10.4,32.8,5.82,2.03,6.63,1.01,8.9,0.62,5850580000.0,1190670000.0,761207000.0,429466000.0,3647390000.0,1179660000.0,3619360000.0,991483000.0,495067000.0,130399000.0,386846000.0,203861000.0,2.5
