Papel,Cotação,Tipo,Data últ cot,Empresa,Min 52 sem,Setor,Max 52 sem,Subsetor,Vol $ méd (2m),Valor de mercado,Últ balanço processado,Valor da firma,Nro. Ações,P/L,LPA,P/VP,VPA,P/EBIT,Marg. Bruta,PSR,Marg. EBIT,P/Ativos,Marg. Líquida,P/Cap. Giro,EBIT / Ativo,P/Ativ Circ Liq,ROIC,ROE,EV / EBITDA,Liquidez Corr,EV / EBIT,Div Br/ Patrim,Cres. Rec (5a),Giro Ativos,Ativo,Dív. Bruta,Disponibilidades,Dív. Líquida,Ativo Circulante,Patrim. Líq,Receita Líquida,Receita Líquida (3 meses),EBIT,EBIT (3 meses),Lucro Líquido,Lucro Líquido (3 meses),Div. Yield
CAML3,5.89,ON NM,02/12/2025,CAMIL ON NM,3.36,Alimentos Processados,6.85,Alimentos Diversos,4487600.0,2061500000.0,31/08/2025,5782450000.0,350000000.0,12.54,0.47,0.6,9.8,3.97,19.9,0.18,4.4,0.18,1.4,0.96,4.6,-1.33,6.4,4.8,7.34,1.51,11.14,1.64,9.5,1.04,11340200000.0,5628150000.0,1907190000.0,3720950000.0,6364480000.0,3429760000.0,11768800000.0,2979670000.0,518897000.0,175835000.0,164415000.0,78703000.0,3.7
BRFS3,17.95,ON NM,22/09/2025,BRF Foods ON NM,16.22,Alimentos Processados,25.85,Carnes e Derivados,,28579900000.0,30/09/2025,37001800000.0,1592190000.0,8.49,2.11,2.03,8.85,4.05,25.7,0.44,10.9,0.44,5.5,3.6,11.0,-1.71,20.9,23.9,3.48,1.33,5.24,1.58,8.1,1.01,64286400000.0,22259100000.0,13837100000.0,8421980000.0,32335000000.0,14084100000.0,64823100000.0,16397200000.0,7064720000.0,1632720000.0,3366230000.0,805199000.0,13.0
SMTO3,13.0,ON NM,02/12/2025,SAO MARTINHO ON NM,13.0,Alimentos Processados,25.3,Açucar e Alcool,34939800.0,4321660000.0,30/09/2025,12186900000.0,332435000.0,8.61,1.51,0.62,20.97,4.11,23.3,0.6,14.7,0.19,7.0,0.86,4.6,-0.54,5.6,7.2,3.42,2.86,11.6,1.58,9.2,0.32,22657100000.0,10995100000.0,3129910000.0,7865210000.0,7742410000.0,6971480000.0,7155720000.0,1738640000.0,1050870000.0,356095000.0,502207000.0,176416000.0,7.0
BAUH4,93.49,PN,02/12/2025,EXCELSIOR PN,76.96,Alimentos Processados,93.5,Carnes e Derivados,13171.0,488205000.0,30/09/2025,423023000.0,5222000.0,17.46,5.35,3.45,27.12,22.54,24.6,1.79,7.9,2.38,10.2,8.77,10.6,9.3,21.9,19.7,15.71,1.93,19.53,-,11.5,1.33,204705000.0,,65182000.0,-65182000.0,115591000.0,141596000.0,272876000.0,72797000.0,21661000.0,5826000.0,27960000.0,5711000.0,1.3
MDIA3,25.49,ON NM,02/12/2025,MDIASBRANCO ON NM,18.77,Alimentos Processados,29.56,Alimentos Diversos,22065300.0,8641110000.0,30/09/2025,7973720000.0,339000000.0,12.74,2.0,1.04,24.5,9.1,32.6,0.85,9.3,0.66,6.6,2.39,7.3,5.52,10.4,8.2,5.9,2.33,8.4,0.22,7.2,0.78,13075000000.0,1867520000.0,2534910000.0,-667392000.0,6333430000.0,8306230000.0,10205600000.0,2784390000.0,949139000.0,241104000.0,678365000.0,216077000.0,2.9
JOPA3,20.11,ON,01/12/2025,JOSAPAR S/A ON,19.55,Alimentos Processados,22.36,Alimentos Diversos,575.0,212804000.0,30/09/2025,669300000.0,10582000.0,25.05,0.8,0.35,57.65,2.57,22.3,0.11,4.2,0.09,0.7,0.23,3.7,1.45,5.7,1.4,6.97,2.31,8.08,1.96,1.2,0.88,2247990000.0,1197930000.0,741430000.0,456496000.0,1624120000.0,610043000.0,1985710000.0,518032000.0,82812000.0,35716000.0,8494000.0,5313000.0,3.1
HAPV3,14.6,ON NM,02/12/2025,HAPVIDA ON NM,14.06,ServMédHospit Análises e Diagnósticos,43.8,ServMédHospit Análises e Diagnósticos,226543000.0,7338410000.0,30/09/2025,11190400000.0,502631000.0,-23.66,-0.62,0.15,96.79,5.36,13.6,0.25,4.6,0.1,-1.0,1.2,1.8,-0.54,2.1,-0.6,5.61,1.98,8.18,0.27,29.9,0.4,74469300000.0,13364200000.0,9512180000.0,3851980000.0,12323400000.0,48650300000.0,29672800000.0,7918130000.0,1367990000.0,307852000.0,-310198000.0,87134000.0,
AALR3,4.93,ON NM,02/12/2025,ALLIAR ON NM,3.92,ServMédHospit Análises e Diagnósticos,12.79,ServMédHospit Análises e Diagnósticos,224338.0,751130000.0,30/09/2025,1114330000.0,152359000.0,-9.33,-0.53,0.7,7.0,8.71,26.8,0.61,7.0,0.25,-5.7,171.77,2.9,-0.67,3.1,-7.5,6.66,1.01,12.91,0.46,2.3,0.41,3027410000.0,486951000.0,123751000.0,363200000.0,811048000.0,1066930000.0,1239650000.0,328347000.0,86286000.0,21702000.0,-80486000.0,7854000.0,
ONCO3,2.0,ON NM,02/12/2025,ONCOCLINICAS ON NM,1.4,ServMédHospit Análises e Diagnósticos,4.97,ServMédHospit Análises e Diagnósticos,9544150.0,2265860000.0,30/09/2025,6654000000.0,1132930000.0,-0.81,-2.48,2.33,0.86,5.65,30.5,0.38,6.8,0.28,-49.1,6.78,4.9,-0.57,5.8,-289.6,9.05,1.12,16.6,5.01,17.5,0.72,8221360000.0,4861340000.0,473206000.0,4388140000.0,3067330000.0,971212000.0,5936580000.0,1412990000.0,400800000.0,169556000.0,-2812950000.0,-1882320000.0,
DASA3,3.48,ON,02/12/2025,DIAGNOSTICOS DA AMERICA SA ON,1.2,ServMédHospit Análises e Diagnósticos,3.5,ServMédHospit Análises e Diagnósticos,5267810.0,4367420000.0,30/09/2025,10224700000.0,1255010000.0,-4.25,-0.82,0.56,6.23,4.74,28.6,0.35,7.3,0.21,-8.1,3.59,4.4,-0.65,5.2,-13.1,4.66,1.23,11.11,1.07,6.6,0.6,21098500000.0,8403140000.0,2545890000.0,5857250000.0,6553910000.0,7821120000.0,12569900000.0,2608480000.0,920689000.0,412149000.0,-1027970000.0,95812000.0,
MATD3,4.8,ON NM,02/12/2025,MATER DEI ON NM,3.42,ServMédHospit Análises e Diagnósticos,4.95,ServMédHospit Análises e Diagnósticos,891947.0,1601030000.0,30/09/2025,2312340000.0,333549000.0,19.69,0.24,1.09,4.39,4.8,29.0,0.76,15.9,0.36,3.9,1.56,7.6,-1.19,9.3,5.6,5.23,2.92,6.94,0.95,10.4,0.48,4400940000.0,1390850000.0,679543000.0,711305000.0,1562930000.0,1462810000.0,2100020000.0,567857000.0,333232000.0,100257000.0,81309000.0,26865000.0,1.6
ODPV3,11.78,ON NM,02/12/2025,ODONTOPREV ON NM,9.65,ServMédHospit Análises e Diagnósticos,13.51,ServMédHospit Análises e Diagnósticos,21768700.0,6429820000.0,30/09/2025,5800460000.0,545825000.0,11.19,1.05,4.98,2.36,8.61,36.8,2.68,31.2,2.86,24.0,-94.48,33.2,-31.8,47.5,44.5,7.18,0.92,7.77,-,7.4,1.06,2248920000.0,,629355000.0,-629355000.0,756071000.0,1290300000.0,2394850000.0,617388000.0,746751000.0,184786000.0,574505000.0,142301000.0,6.5
FLRY3,16.1,ON NM,02/12/2025,FLEURY ON NM,10.45,ServMédHospit Análises e Diagnósticos,16.26,ServMédHospit Análises e Diagnósticos,60026000.0,8809780000.0,30/09/2025,11803000000.0,547191000.0,14.67,1.1,1.63,9.86,7.23,26.9,1.09,15.1,0.65,7.2,3.31,9.0,-2.72,11.8,11.1,5.66,2.21,9.68,1.02,22.9,0.59,13584200000.0,5505860000.0,2512640000.0,2993220000.0,4864100000.0,5395010000.0,8069920000.0,2190980000.0,1219080000.0,377302000.0,600424000.0,184917000.0,6.2
RDOR3,46.48,ON NM,02/12/2025,REDE D OR ON NM,24.78,ServMédHospit Análises e Diagnósticos,47.44,ServMédHospit Análises e Diagnósticos,244102000.0,106406000000.0,30/09/2025,106097000000.0,2289290000.0,23.96,1.94,4.04,11.5,11.51,21.0,1.96,17.1,0.97,8.5,2.7,8.4,-4.59,14.2,16.9,9.57,3.11,11.47,1.63,33.0,0.49,110033000000.0,42879100000.0,43188000000.0,-308900000.0,58054600000.0,26332300000.0,54198400000.0,14415500000.0,9247190000.0,2778280000.0,4441000000.0,1473890000.0,1.8
QUAL3,2.38,ON NM,02/12/2025,QUALICORP ON NM,1.47,ServMédHospit Análises e Diagnósticos,2.72,ServMédHospit Análises e Diagnósticos,6785160.0,675953000.0,30/09/2025,1605510000.0,284014000.0,69.27,0.03,0.51,4.67,1.17,86.3,0.46,39.3,0.17,1.1,-2.16,14.8,-0.56,19.3,0.7,1.79,0.81,2.77,1.05,-8.8,0.38,3906810000.0,1386790000.0,457237000.0,929557000.0,1367700000.0,1325600000.0,1475480000.0,362823000.0,579379000.0,158470000.0,9758000.0,11955000.0,0.2
AMOB3,13.5,ON NM,02/12/2025,AUTOMOB ON NM,10.3,Automóveis e Motocicletas,25.0,Automóveis e Motocicletas,644116.0,511461000.0,30/09/2025,3170250000.0,37886000.0,-1.87,-7.22,0.25,54.75,1.09,14.3,0.03,2.4,0.06,-1.4,0.3,5.5,-0.3,7.5,-13.2,4.0,1.58,6.77,1.48,-,2.3,8475780000.0,3080280000.0,421493000.0,2658790000.0,4704350000.0,2074400000.0,19504700000.0,3465490000.0,468327000.0,82233000.0,-273592000.0,-166609000.0,
PLAS3,4.71,ON,02/12/2025,PLASCAR PARTICIPAÇÕES INDUSTRIAIS SA ON,4.33,Automóveis e Motocicletas,7.4,Automóveis e Motocicletas,1035.0,58521800.0,30/09/2025,335555000.0,12425000.0,-0.33,-14.17,-0.09,-54.21,-2.03,11.9,0.05,-2.5,0.09,-15.1,-0.13,-4.6,-0.05,-5.7,26.1,9.82,0.32,-11.66,-0.43,18.6,1.85,631440000.0,287852000.0,10819000.0,277033000.0,207452000.0,-673571000.0,1169660000.0,315334000.0,-28787000.0,-1912000.0,-176102000.0,-46583000.0,
LEVE3,33.61,ON,02/12/2025,MAHLE METAL LEVE ON,24.17,Automóveis e Motocicletas,34.42,Automóveis e Motocicletas,11247800.0,4555470000.0,30/09/2025,5468090000.0,135539000.0,7.81,4.3,5.19,6.47,5.19,26.7,0.84,16.2,1.16,10.8,7.58,22.3,-8.39,34.9,66.5,5.46,1.31,6.23,1.71,9.9,1.37,3939110000.0,1500990000.0,588372000.0,912620000.0,2517160000.0,876909000.0,5398920000.0,1445340000.0,877015000.0,276990000.0,583272000.0,187247000.0,8.1
MYPK3,10.13,ON,02/12/2025,IOCHPE-MAXION ON,9.78,Automóveis e Motocicletas,14.25,Automóveis e Motocicletas,16019100.0,1557180000.0,30/09/2025,5563390000.0,153720000.0,7.74,1.31,0.37,27.31,1.55,12.2,0.1,6.4,0.11,2.0,0.56,7.0,-0.49,9.4,4.8,3.58,1.74,5.54,1.34,3.2,1.09,14452700000.0,5631160000.0,1624950000.0,4006210000.0,6592670000.0,4198650000.0,15756500000.0,3802400000.0,1005080000.0,250085000.0,201146000.0,35067000.0,5.0
ABEV3,14.0,ON,02/12/2025,AMBEV S/A ON,10.52,Bebidas,14.29,Cervejas e Refrigerantes,382516000.0,220663000000.0,30/09/2025,203717000000.0,15761600000.0,13.76,1.02,2.4,5.84,10.66,51.8,2.44,22.9,1.57,18.2,41.14,14.7,-36.26,20.2,17.4,7.43,1.15,9.84,0.03,5.9,0.64,140755000000.0,2894520000.0,19840900000.0,-16946400000.0,41940200000.0,92027400000.0,90470300000.0,20847300000.0,20699700000.0,4892670000.0,16037200000.0,4745130000.0,7.5
PETZ3,4.57,ON NM,02/12/2025,PETZ ON NM,3.61,Comércio,4.97,Produtos Diversos,13923000.0,2114720000.0,30/09/2025,2035050000.0,462740000.0,580.17,0.01,1.23,3.71,10.36,47.2,0.6,5.8,0.54,0.1,3.33,5.2,-3.04,6.8,0.2,3.6,1.71,9.97,0.25,15.0,0.89,3944590000.0,434727000.0,514399000.0,-79672000.0,1533170000.0,1716260000.0,3513740000.0,908540000.0,204194000.0,59426000.0,3645000.0,31626000.0,
AMAR3,1.05,ON NM,02/12/2025,LOJAS MARISA ON NM,0.91,Comércio,1.63,Tecidos. Vestuário e Calçados,280559.0,539129000.0,30/09/2025,1342260000.0,513456000.0,33.51,0.03,1.82,0.58,3.06,52.4,0.36,11.8,0.25,1.1,-2.04,8.3,-0.45,10.1,5.4,3.9,0.7,7.61,2.9,-17.0,0.7,2130540000.0,855315000.0,52179000.0,803136000.0,630263000.0,295428000.0,1493500000.0,332752000.0,176279000.0,30390000.0,16090000.0,5839000.0,
LJQQ3,2.45,ON NM,02/12/2025,QUERO-QUERO ON NM,1.88,Comércio,3.3,Produtos Diversos,6103450.0,477929000.0,30/09/2025,506558000.0,195073000.0,-4.23,-0.58,1.07,2.3,-19.47,32.8,0.19,-1.0,0.13,-4.4,0.46,-0.7,-0.85,-0.9,-25.2,4.46,1.64,-20.63,1.25,6.7,0.69,3666740000.0,559508000.0,530879000.0,28629000.0,2656850000.0,448152000.0,2543080000.0,695354000.0,-24551000.0,399000.0,-113001000.0,-42143000.0,5.0
BHIA3,3.36,ON,02/12/2025,CASAS BAHIA ON,2.65,Comércio,10.32,Eletrodomésticos,18910500.0,2197030000.0,30/09/2025,9265030000.0,653878000.0,-1.15,-2.92,0.83,4.03,1.06,30.3,0.08,7.2,0.06,-6.7,-0.38,6.0,-0.13,8.3,-72.6,3.0,0.71,4.47,3.54,-3.5,0.84,34332000000.0,9323000000.0,2255000000.0,7068000000.0,14484000000.0,2634000000.0,28707000000.0,6868000000.0,2073000000.0,517000000.0,-1911000000.0,-496000000.0,
AMER3,6.66,ON,02/12/2025,AMERICANAS ON,4.93,Comércio,9.51,Produtos Diversos,10626600.0,1333630000.0,30/09/2025,2665630000.0,200245000.0,-1.64,-4.06,0.28,23.66,-1.17,28.7,0.1,-8.2,0.08,-5.9,0.46,-7.1,-0.34,-8.4,-17.2,-9.55,1.63,-2.34,0.4,-9.9,0.86,16154000000.0,1907000000.0,575000000.0,1332000000.0,7514000000.0,4737000000.0,13894000000.0,2690000000.0,-1141000000.0,-194000000.0,-813000000.0,367000000.0,
CGRA4,30.44,PN,02/12/2025,GRAZZIOTIN PN,22.73,Comércio,31.31,Tecidos. Vestuário e Calçados,490192.0,626626000.0,30/09/2025,411678000.0,20585600.0,6.14,4.95,0.65,46.51,6.89,53.4,0.84,12.3,0.48,13.7,1.65,6.9,2.69,9.2,10.7,3.44,2.81,4.53,-,5.5,0.56,1313240000.0,,214948000.0,-214948000.0,588627000.0,957426000.0,741870000.0,164938000.0,90888000.0,18669000.0,101989000.0,8260000.0,10.6
CGRA3,30.35,ON,02/12/2025,GRAZZIOTIN ON,22.54,Comércio,31.69,Tecidos. Vestuário e Calçados,64548.0,624773000.0,30/09/2025,409825000.0,20585600.0,6.13,4.95,0.65,46.51,6.87,53.4,0.84,12.3,0.48,13.7,1.65,6.9,2.68,9.2,10.7,3.42,2.81,4.51,-,5.5,0.56,1313240000.0,,214948000.0,-214948000.0,588627000.0,957426000.0,741870000.0,164938000.0,90888000.0,18669000.0,101989000.0,8260000.0,10.6
WLMM4,19.86,PN,02/12/2025,WLM PN,17.83,Comércio,32.52,Material de Transporte,40025.0,723195000.0,30/09/2025,1046280000.0,36414700.0,6.14,3.23,0.88,22.69,4.41,13.1,0.24,5.4,0.47,3.8,1.64,10.7,3.79,12.3,14.2,6.12,1.96,6.38,0.52,19.1,2.0,1533870000.0,427748000.0,104660000.0,323088000.0,902412000.0,826271000.0,3060660000.0,856091000.0,163905000.0,46700000.0,117741000.0,33691000.0,7.8
ALLD3,8.22,ON NM,02/12/2025,ALLIED ON NM,4.95,Comércio,8.33,Eletrodomésticos,4114500.0,779489000.0,30/09/2025,619305000.0,94828300.0,2.21,3.72,0.46,17.84,5.1,11.6,0.14,2.8,0.21,6.6,0.62,4.0,1.08,8.2,20.9,3.06,1.81,4.05,0.27,-1.0,1.43,3775490000.0,457539000.0,617723000.0,-160184000.0,2804940000.0,1691720000.0,5389540000.0,1412850000.0,152852000.0,34328000.0,353208000.0,262604000.0,47.6
SBFG3,15.18,ON,02/12/2025,GRUPO SBF ON,9.26,Comércio,15.18,Produtos Diversos,22074000.0,3712350000.0,30/09/2025,5969450000.0,244555000.0,11.07,1.37,1.25,12.18,6.8,48.5,0.5,7.3,0.41,4.5,2.55,6.0,-2.84,7.7,11.3,5.96,1.44,10.94,1.0,12.6,0.82,9069850000.0,2964450000.0,707345000.0,2257110000.0,4783600000.0,2978670000.0,7480850000.0,1936520000.0,545785000.0,134566000.0,335417000.0,86003000.0,3.6
WLMM3,22.0,ON,14/11/2025,WLM ON,20.25,Comércio,26.86,Material de Transporte,505.0,801123000.0,30/09/2025,1124210000.0,36414700.0,6.8,3.23,0.97,22.69,4.89,13.1,0.26,5.4,0.52,3.8,1.81,10.7,4.2,12.3,14.2,6.58,1.96,6.86,0.52,19.1,2.0,1533870000.0,427748000.0,104660000.0,323088000.0,902412000.0,826271000.0,3060660000.0,856091000.0,163905000.0,46700000.0,117741000.0,33691000.0,6.4
AZZA3,28.85,ON,02/12/2025,AZZAS 2154 ON,20.87,Comércio,43.97,Tecidos. Vestuário e Calçados,70579100.0,5957240000.0,30/09/2025,8284290000.0,206490000.0,7.91,3.65,0.71,40.43,6.04,54.6,0.5,8.2,0.38,6.3,1.83,6.4,-20.26,7.5,9.0,4.91,1.9,8.4,0.37,43.6,0.77,15516300000.0,3062570000.0,735519000.0,2327050000.0,6874460000.0,8347710000.0,11960000000.0,2958190000.0,986598000.0,241113000.0,753178000.0,164952000.0,5.1
CEAB3,17.32,ON NM,02/12/2025,CEA MODAS ON NM,7.42,Comércio,20.65,Tecidos. Vestuário e Calçados,63803900.0,5338800000.0,30/09/2025,5407370000.0,308245000.0,10.1,1.72,1.51,11.47,5.25,55.1,0.66,12.6,0.6,6.6,3.77,11.4,-4.73,16.1,15.0,3.95,1.5,5.32,0.35,12.0,0.9,8917830000.0,1249020000.0,1180460000.0,68561900.0,4251550000.0,3536830000.0,8063520000.0,1840860000.0,1016340000.0,175638000.0,528802000.0,69470000.0,2.2
