Papel,Cotação,Tipo,Data últ cot,Empresa,Min 52 sem,Setor,Max 52 sem,Subsetor,Vol $ méd (2m),Valor de mercado,Últ balanço processado,Valor da firma,Nro. Ações,P/L,LPA,P/VP,VPA,P/EBIT,Marg. Bruta,PSR,Marg. EBIT,P/Ativos,Marg. Líquida,P/Cap. Giro,EBIT / Ativo,P/Ativ Circ Liq,ROIC,ROE,EV / EBITDA,Liquidez Corr,EV / EBIT,Div Br/ Patrim,Cres. Rec (5a),Giro Ativos,Ativo,Dív. Bruta,Disponibilidades,Dív. Líquida,Ativo Circulante,Patrim. Líq,Receita Líquida,Receita Líquida (3 meses),EBIT,EBIT (3 meses),Lucro Líquido,Lucro Líquido (3 meses),Div. Yield
GUAR3,11.76,ON,02/12/2025,GUARARAPES CONFECÇÕES ON,5.59,Comércio,11.76,Tecidos. Vestuário e Calçados,14419900.0,5870590000.0,30/09/2025,6709890000.0,499200000.0,13.34,0.88,1.06,11.11,5.77,60.2,0.57,9.9,0.43,4.3,2.08,7.5,11.93,9.0,7.9,3.87,1.49,6.6,0.34,9.5,0.76,13558200000.0,1906970000.0,1067670000.0,839298000.0,8506180000.0,5544320000.0,10318600000.0,2452190000.0,1017180000.0,245193000.0,440126000.0,73584000.0,1.0
LREN3,15.79,ON,02/12/2025,RENNER ON,10.45,Comércio,19.27,Tecidos. Vestuário e Calçados,246483000.0,16734800000.0,30/09/2025,15474500000.0,1059840000.0,12.02,1.31,1.65,9.57,4.8,61.4,1.07,22.4,0.91,8.9,3.65,19.0,6.94,23.0,13.7,3.24,1.76,4.43,0.04,10.6,0.85,18348700000.0,373879000.0,1634170000.0,-1260290000.0,10617400000.0,10143100000.0,15605800000.0,3563470000.0,3489730000.0,708555000.0,1392090000.0,279395000.0,4.9
EPAR3,4.19,ON,02/12/2025,EMBPAR S/A ON,3.51,Comércio,5.05,Material de Transporte,49265.0,62267600.0,30/09/2025,58846600.0,14861000.0,10.66,0.39,1.49,2.81,-12.19,80.4,29.19,-239.4,1.09,273.9,9.25,-9.0,-9.89,-9.5,14.0,-14.77,4.12,-11.52,-,-75.0,0.04,56958000.0,,3421000.0,-3421000.0,8890000.0,41775000.0,2133000.0,585000.0,-5107000.0,-604000.0,5843000.0,886000.0,43.9
MGLU3,10.59,ON NM,02/12/2025,MAGAZ LUIZA ON NM,5.64,Comércio,11.45,Eletrodomésticos,170712000.0,7825960000.0,30/09/2025,12193900000.0,738995000.0,21.28,0.5,0.7,15.1,4.26,30.7,0.2,4.8,0.21,1.0,1.96,4.9,-1.15,7.2,3.3,3.9,1.26,6.64,0.53,1.9,1.03,37222000000.0,5947930000.0,1579950000.0,4367980000.0,19241500000.0,11160100000.0,38337600000.0,9026650000.0,1836160000.0,433390000.0,367818000.0,84585000.0,2.9
ESPA3,1.1,ON NM,02/12/2025,ESPACOLASER ON NM,0.67,Comércio,1.35,Produtos Diversos,601534.0,397565000.0,30/09/2025,1006710000.0,361423000.0,35.17,0.03,0.46,2.39,2.56,33.7,0.37,14.5,0.18,0.9,1.09,6.9,-1.24,7.8,1.3,4.12,1.52,6.48,0.98,9.8,0.48,2252060000.0,849349000.0,240204000.0,609145000.0,1069360000.0,864732000.0,1074410000.0,266026000.0,155461000.0,33084000.0,11305000.0,-7968000.0,0.2
VSTE3,4.29,ON,02/12/2025,VESTE ON,4.26,Comércio,8.4,Tecidos. Vestuário e Calçados,84816.0,490493000.0,30/09/2025,797770000.0,114334000.0,24.23,0.18,0.46,9.23,6.59,63.5,0.41,6.2,0.29,1.7,3.3,4.4,-4.84,4.9,1.9,3.22,1.39,10.72,0.33,8.8,0.71,1686010000.0,344132000.0,36855000.0,307277000.0,529703000.0,1054910000.0,1203840000.0,309400000.0,74406000.0,24563000.0,20244000.0,7927000.0,
PCAR3,3.98,ON,02/12/2025,PÃO DE AÇÚCAR ON,2.25,Comércio e Distribuição,4.59,Alimentos,42005400.0,1953370000.0,30/09/2025,4620370000.0,490797000.0,-1.44,-2.76,0.73,5.48,1.25,27.4,0.1,8.1,0.11,-7.0,-0.96,8.6,-0.18,11.2,-50.4,1.7,0.7,2.95,1.5,-13.8,1.06,18148000000.0,4035000000.0,1368000000.0,2667000000.0,4828000000.0,2688000000.0,19220000000.0,4556000000.0,1564000000.0,368000000.0,-1356000000.0,133000000.0,
VVEO3,1.69,ON NM,02/12/2025,VIVEO ON NM,0.83,Comércio e Distribuição,2.21,Medicamentos e Outros Produtos,2134530.0,545567000.0,30/09/2025,3346260000.0,322821000.0,-0.55,-3.09,0.27,6.24,-5.57,11.8,0.05,-0.9,0.06,-8.8,0.35,-1.1,-0.23,-1.5,-49.5,15.12,1.49,-34.18,1.79,12.9,1.25,9063530000.0,3606650000.0,805960000.0,2800690000.0,4695570000.0,2014760000.0,11352400000.0,2833650000.0,-97910000.0,75544000.0,-996495000.0,226877000.0,
BLAU3,13.03,ON NM,02/12/2025,BLAU ON NM,11.41,Comércio e Distribuição,14.51,Medicamentos e Outros Produtos,2832620.0,2337500000.0,30/09/2025,2571900000.0,179394000.0,7.38,1.76,0.99,13.1,6.29,40.2,1.32,21.0,0.65,17.9,1.81,10.3,3.42,12.2,13.5,5.91,2.9,6.92,0.23,7.5,0.49,3621060000.0,545170000.0,310777000.0,234393000.0,1969160000.0,2350160000.0,1769040000.0,475196000.0,371782000.0,102567000.0,316540000.0,104421000.0,2.7
PFRM3,8.38,ON NM,02/12/2025,PROFARMA ON NM,5.6,Comércio e Distribuição,8.68,Medicamentos e Outros Produtos,1617420.0,1037550000.0,30/09/2025,1566130000.0,123813000.0,8.97,0.93,0.75,11.19,2.94,15.0,0.09,3.1,0.18,1.1,1.15,6.3,-154.27,11.0,8.3,2.87,1.29,4.44,0.57,15.3,2.0,5636170000.0,792119000.0,263542000.0,528577000.0,3957030000.0,1385550000.0,11278500000.0,2850070000.0,352988000.0,120862000.0,115670000.0,46684000.0,7.3
GMAT3,5.23,ON NM,02/12/2025,GRUPO MATEUS ON NM,4.98,Comércio e Distribuição,8.08,Alimentos,41369600.0,11759500000.0,30/09/2025,13198000000.0,2248470000.0,6.22,0.84,1.15,4.53,5.12,22.5,0.32,6.3,0.5,5.2,1.97,9.7,-207.59,12.5,18.6,4.77,1.93,5.75,0.26,24.6,1.54,23696100000.0,2621400000.0,1182890000.0,1438510000.0,12388000000.0,10193300000.0,36601500000.0,10763500000.0,2296230000.0,523640000.0,1891700000.0,850546000.0,4.8
DMVF3,6.15,ON NM,02/12/2025,D1000VFARMA ON NM,4.32,Comércio e Distribuição,6.67,Medicamentos e Outros Produtos,370588.0,311208000.0,30/09/2025,329822000.0,50603000.0,18.68,0.33,0.34,17.98,8.87,28.1,0.12,1.4,0.16,0.6,8.2,1.8,-0.79,2.3,1.8,1.98,1.06,9.4,0.04,23.4,1.34,1933430000.0,32260000.0,13646000.0,18614000.0,627571000.0,909871000.0,2597640000.0,731440000.0,35087000.0,24197000.0,16659000.0,7572000.0,
PNVL3,10.67,ON,02/12/2025,PANVEL FARMÁCIAS ON,7.75,Comércio e Distribuição,10.67,Medicamentos e Outros Produtos,3201790.0,1604520000.0,30/09/2025,2617170000.0,150377000.0,14.22,0.75,1.27,8.41,7.68,32.2,0.3,3.9,0.45,2.1,1.57,5.8,-9.26,8.1,8.9,5.99,1.91,12.53,1.11,13.7,1.48,3583120000.0,1404790000.0,392141000.0,1012650000.0,2145640000.0,1264170000.0,5293200000.0,1374000000.0,208865000.0,65179000.0,112829000.0,31302000.0,2.7
PGMN3,6.15,ON NM,02/12/2025,PAGUE MENOS ON NM,2.78,Comércio e Distribuição,6.15,Medicamentos e Outros Produtos,15224700.0,4075440000.0,30/09/2025,5717430000.0,662673000.0,20.64,0.3,1.43,4.3,5.36,32.0,0.29,5.3,0.44,1.4,2.19,8.2,-3.2,10.9,6.9,4.45,1.57,7.52,0.61,18.2,1.54,9267610000.0,1748250000.0,106262000.0,1641990000.0,5134850000.0,2851840000.0,14266500000.0,3853220000.0,760210000.0,248748000.0,197496000.0,75831000.0,3.5
ASAI3,9.37,ON NM,02/12/2025,ASSAI ON NM,5.06,Comércio e Distribuição,11.86,Alimentos,160376000.0,12682300000.0,30/09/2025,24524300000.0,1353500000.0,13.82,0.68,2.22,4.23,2.22,16.8,0.17,7.4,0.28,1.2,7.7,12.6,-0.54,19.4,16.0,3.3,1.12,4.3,2.85,29.3,1.7,45121000000.0,16298000000.0,4456000000.0,11842000000.0,15965000000.0,5720000000.0,76673000000.0,18956000000.0,5706000000.0,1396000000.0,918000000.0,152000000.0,1.1
HYPE3,26.39,ON,02/12/2025,HYPERA ON,16.02,Comércio e Distribuição,27.85,Medicamentos e Outros Produtos,65031200.0,16716000000.0,30/09/2025,23991000000.0,633421000.0,20.29,1.3,1.36,19.35,14.4,56.7,2.4,16.7,0.66,11.7,12.6,4.6,-2.53,5.1,6.7,16.31,1.27,20.66,0.75,6.1,0.28,25153700000.0,9138770000.0,1863760000.0,7275010000.0,6287210000.0,12254200000.0,6973080000.0,2227250000.0,1161110000.0,674575000.0,823938000.0,457638000.0,4.4
RADL3,24.31,ON,02/12/2025,RAIADROGASIL ON,13.31,Comércio e Distribuição,24.85,Medicamentos e Outros Produtos,218748000.0,41764700000.0,30/09/2025,44509000000.0,1718010000.0,31.11,0.78,5.97,4.07,17.01,29.3,0.99,5.8,1.75,3.2,10.76,10.3,-13.63,14.3,19.2,10.22,1.39,18.12,0.47,16.3,1.77,23825800000.0,3282610000.0,538390000.0,2744220000.0,13753300000.0,6995140000.0,42241700000.0,11264900000.0,2455820000.0,733505000.0,1342350000.0,453972000.0,1.5
POSI3,4.45,ON NM,02/12/2025,POSITIVO TEC ON NM,3.93,Computadores e Equipamentos,5.88,Computadores e Equipamentos,4345990.0,631010000.0,30/09/2025,1170100000.0,141800000.0,-1593.46,,0.4,11.26,2.74,25.6,0.18,6.7,0.14,0.1,0.53,5.2,6.21,7.8,,3.84,1.69,5.07,0.84,0.5,0.77,4446010000.0,1344630000.0,805539000.0,539086000.0,2939240000.0,1596430000.0,3424310000.0,805637000.0,230581000.0,55159000.0,-396000.0,943000.0,6.2
MLAS3,1.46,ON NM,02/12/2025,MULTILASER ON NM,0.89,Computadores e Equipamentos,1.46,Computadores e Equipamentos,2174120.0,1197990000.0,30/09/2025,1228830000.0,820539000.0,-23.28,-0.06,0.39,3.7,-29.67,24.4,0.32,-1.1,0.23,-1.4,0.66,-0.8,0.84,-1.1,-1.7,71.93,1.99,-30.43,0.17,-4.1,0.7,5284920000.0,501179000.0,470337000.0,30842000.0,3678560000.0,3036010000.0,3725840000.0,1069470000.0,-40375900.0,20066000.0,-51467000.0,65614000.0,
INTB3,13.14,ON NM,02/12/2025,INTELBRAS ON NM,10.9,Computadores e Equipamentos,16.15,Computadores e Equipamentos,26203100.0,4304810000.0,30/09/2025,4097590000.0,327611000.0,9.11,1.44,1.36,9.63,9.1,29.6,0.94,10.3,0.77,10.3,1.73,8.5,2.54,13.8,15.0,6.98,2.54,8.66,0.33,11.8,0.82,5591370000.0,1047920000.0,1255130000.0,-207216000.0,4110060000.0,3154380000.0,4580080000.0,1124690000.0,473150000.0,124438000.0,472738000.0,148059000.0,3.7
FIEI3,14.9,ON,01/12/2025,FICA ON,8.0,Construção Civil,24.5,Incorporações,27107.0,36087800.0,30/09/2025,53514800.0,2422000.0,-10.73,-1.39,0.5,30.01,-6.87,27.4,27.82,-405.1,0.32,-259.8,-4.01,-4.6,-1.12,-5.2,-4.6,-10.91,0.5,-10.19,0.34,-21.9,0.01,113853000.0,24810000.0,7383000.0,17427000.0,9018000.0,72685000.0,1297000.0,-345000.0,-5254000.0,-1687000.0,-3364000.0,-3514000.0,
EVEN3,8.66,ON NM,02/12/2025,Even ON NM,4.86,Construção Civil,8.66,Incorporações,8580520.0,1732000000.0,30/09/2025,2030110000.0,200000000.0,9.68,0.89,0.87,9.9,8.29,26.1,1.06,12.7,0.35,11.9,0.6,4.2,2.06,5.1,9.0,9.53,5.14,9.72,0.56,-3.7,0.33,5008870000.0,1110760000.0,812656000.0,298108000.0,3576330000.0,1980740000.0,1641070000.0,528822000.0,208826000.0,112094000.0,178869000.0,90039000.0,8.8
AVLL3,1.12,ON NM,02/12/2025,ALPHAVILLE ON NM,1.12,Construção Civil,2.85,Incorporações,30818.0,218770000.0,30/09/2025,760983000.0,195330000.0,-1.84,-0.61,-1.16,-0.97,1.35,35.8,0.34,24.9,0.16,-15.0,-4.13,12.1,-0.22,14.9,62.8,4.64,0.91,4.68,-3.85,29.0,0.49,1343130000.0,729796000.0,187583000.0,542213000.0,515416000.0,-189334000.0,651857000.0,149465000.0,162521000.0,33057000.0,-118963000.0,-54925000.0,
GFSA3,5.22,ON,02/12/2025,GAFISA ON,4.69,Construção Civil,51.0,Incorporações,4782340.0,58265600.0,30/09/2025,1405680000.0,11162000.0,-0.94,-5.58,0.03,178.22,-0.31,-7.6,0.07,-21.4,0.01,-7.2,0.04,-3.7,-0.59,-4.0,-3.1,-8.23,1.88,-7.56,0.78,-7.2,0.17,4984010000.0,1561020000.0,213602000.0,1347410000.0,2896420000.0,1989340000.0,869560000.0,120832000.0,-185941000.0,-42011000.0,-62257000.0,-92114000.0,
MRVE3,9.36,ON NM,02/12/2025,MRV ON NM,4.48,Construção Civil,9.36,Incorporações,59094800.0,5268060000.0,30/09/2025,13301400000.0,562827000.0,-3.95,-2.37,1.0,9.35,3.9,28.7,0.51,13.2,0.19,-13.1,0.72,4.8,-0.81,5.0,-25.3,8.38,1.87,9.84,1.66,10.6,0.36,28463400000.0,8749050000.0,715735000.0,8033310000.0,15828900000.0,5263330000.0,10244200000.0,2876110000.0,1352390000.0,436526000.0,-1333510000.0,87006000.0,
TCSA3,1.29,ON NM,02/12/2025,TECNISA ON NM,1.15,Construção Civil,1.94,Incorporações,84938.0,94968500.0,30/06/2025,593959000.0,73619000.0,-0.58,-2.22,0.3,4.34,-0.72,-20.9,0.34,-46.6,0.08,-58.1,-0.24,-11.5,-0.2,-12.4,-51.2,-4.78,0.46,-4.5,1.79,21.0,0.25,1147150000.0,572618000.0,73627000.0,498991000.0,339408000.0,319278000.0,282977000.0,31369000.0,-131902000.0,-44906000.0,-163580000.0,-59362000.0,
RDNI3,2.09,ON NM,02/12/2025,RNI ON NM,2.01,Construção Civil,3.07,Incorporações,12643.0,91479300.0,30/09/2025,551183000.0,43770000.0,-0.58,-3.58,0.55,3.79,-1.37,15.2,0.25,-18.1,0.08,-41.7,0.39,-5.7,-0.25,-6.1,-94.5,-8.92,1.61,-8.25,2.94,-4.5,0.31,1178140000.0,487617000.0,27913000.0,459704000.0,620193000.0,165979000.0,368953000.0,123128000.0,-66845000.0,-3201000.0,-156877000.0,-28608000.0,
VIVR3,0.74,ON NM,02/12/2025,VIVER ON NM,0.61,Construção Civil,1.36,Incorporações,31571.0,28390800.0,30/09/2025,42509800.0,38366000.0,-1.6,-0.46,0.37,2.02,-2.61,27.4,0.75,-28.8,0.12,-47.0,1.73,-4.5,-0.5,-4.8,-22.9,-4.06,1.19,-3.91,0.32,-11.5,0.16,241828000.0,24483000.0,10364000.0,14119000.0,103243000.0,77426000.0,37674000.0,3280000.0,-10860000.0,-2673000.0,-17717000.0,-5138000.0,
JFEN3,1.15,ON,02/12/2025,JOÃO FORTES ENGENHARIA SA ON,1.15,Construção Civil,3.65,Incorporações,12690.0,14723400.0,30/09/2025,301428000.0,12803000.0,-0.06,-20.03,-0.17,-6.94,-0.11,-31.8,0.07,-58.1,0.02,-117.5,0.06,-17.1,-0.06,-18.0,288.4,-2.71,1.66,-2.35,-3.27,124.7,0.29,748692000.0,290428000.0,3723000.0,286705000.0,673985000.0,-88903000.0,220623000.0,49778000.0,-128074000.0,-13657000.0,-256384000.0,-36074000.0,
PDGR3,1.64,ON NM,02/12/2025,PDG REALT ON NM,0.82,Construção Civil,500.0,Incorporações,386455.0,5390680.0,30/09/2025,409586000.0,3287000.0,-0.03,-54.36,,-1035.99,-0.09,28.4,0.05,-58.6,0.01,-182.1,-0.01,-11.5,,-29.1,5.2,-7.13,0.34,-7.09,-0.13,-27.4,0.2,504069000.0,432118000.0,27923000.0,404195000.0,323269000.0,-3405290000.0,98656000.0,37714000.0,-57773000.0,-14192000.0,-178690000.0,24496000.0,
RSID3,1.58,ON N1,02/12/2025,ROSSI RESIDENCIAL ON N1,1.5,Construção Civil,3.25,Incorporações,21131.0,32030100.0,30/09/2024,383688000.0,20272200.0,0.12,13.63,-0.03,-47.95,-2.72,28.7,0.38,-14.0,0.06,328.5,-0.1,-2.3,-0.03,-2.5,-28.4,-33.03,0.45,-32.6,-0.39,2.2,0.17,503144000.0,379602000.0,27944000.0,351658000.0,252399000.0,-972057000.0,84333000.0,33401000.0,-11768000.0,7243000.0,276275000.0,-64974000.0,
JHSF3,7.74,ON NM,02/12/2025,JHSF Part ON NM,3.39,Construção Civil,7.74,Incorporações,21897200.0,5273440000.0,30/09/2025,8810290000.0,681323000.0,4.08,1.9,0.84,9.23,6.9,61.8,2.69,39.0,0.34,66.4,1.55,4.9,-1.45,5.7,20.6,10.57,2.8,11.52,0.91,-1.9,0.13,15658300000.0,5730860000.0,2194010000.0,3536850000.0,5310580000.0,6287800000.0,1960730000.0,516707000.0,764702000.0,215536000.0,1293390000.0,298871000.0,5.2
TRIS3,8.9,ON NM,02/12/2025,Trisul ON NM,3.78,Construção Civil,8.9,Incorporações,3024580.0,1660900000.0,30/09/2025,2126410000.0,186618000.0,7.79,1.14,1.05,8.5,8.14,30.4,1.22,15.0,0.47,16.3,0.83,5.8,1.47,7.2,13.4,9.19,2.96,10.42,0.67,15.4,0.39,3497700000.0,1057560000.0,592051000.0,465505000.0,3011530000.0,1586440000.0,1357170000.0,372603000.0,204018000.0,50646000.0,213260000.0,51450000.0,9.6
LAVV3,16.36,ON NM,02/12/2025,LAVVI ON NM,6.04,Construção Civil,16.4,Incorporações,7698290.0,3197300000.0,30/09/2025,3279890000.0,195434000.0,7.45,2.2,2.07,7.89,7.56,35.5,1.77,23.4,0.8,27.6,1.43,10.5,3.49,13.5,27.8,7.6,3.52,7.76,0.58,32.6,0.45,4015730000.0,894499000.0,811911000.0,82588000.0,3122030000.0,1542630000.0,1806700000.0,414753000.0,422653000.0,90518000.0,429383000.0,103959000.0,12.7
CALI3,18.0,ON,24/11/2025,CAL S/A ON,16.1,Construção Civil,23.0,Incorporações,2533.0,125802000.0,30/09/2025,204232000.0,6989000.0,5.94,3.03,0.7,25.57,10.36,28.6,0.66,6.4,0.18,11.4,0.31,1.8,1.84,2.0,11.8,14.25,5.79,16.81,0.73,15.5,0.28,687120000.0,130808000.0,52378000.0,78430000.0,488191000.0,178731000.0,189266000.0,46028000.0,12146000.0,301000.0,21161000.0,1772000.0,1.5
CYRE3,36.82,PN,02/12/2025,CYRELA BRAZIL REALTY PN,15.59,Construção Civil,36.82,Incorporações,137099000.0,14138900000.0,30/09/2025,17437500000.0,384000000.0,7.76,4.74,1.36,27.17,9.62,32.5,1.63,16.9,0.57,17.7,1.36,5.9,13.36,7.2,17.5,11.0,3.51,11.87,0.72,17.3,0.35,24950400000.0,7496400000.0,4197770000.0,3298640000.0,14519400000.0,10433800000.0,8694590000.0,2128450000.0,1469160000.0,332992000.0,1821190000.0,609115000.0,2.9
EZTC3,20.57,ON NM,02/12/2025,EZTec ON NM,9.7,Construção Civil,20.57,Incorporações,28016000.0,4545750000.0,30/09/2025,4710700000.0,220989000.0,8.35,2.46,0.89,23.23,11.48,40.8,2.74,23.9,0.65,33.7,1.87,5.7,3.88,6.9,10.6,11.45,5.66,11.9,0.27,14.2,0.24,7008350000.0,1398140000.0,1233180000.0,164955000.0,2960190000.0,5132990000.0,1656420000.0,469356000.0,395978000.0,141655000.0,544107000.0,183453000.0,7.6
MELK3,4.13,ON NM,02/12/2025,MELNICK ON NM,2.45,Construção Civil,4.18,Incorporações,2042900.0,851892000.0,30/09/2025,1002330000.0,206269000.0,7.96,0.52,0.78,5.32,6.42,24.8,0.71,11.0,0.32,14.4,0.7,4.9,1.62,5.8,9.7,7.34,2.6,7.56,0.47,11.6,0.45,2692110000.0,515240000.0,364806000.0,150434000.0,1971590000.0,1097540000.0,1204190000.0,243569000.0,132670000.0,22224000.0,106991000.0,25048000.0,28.4
MTRE3,3.79,ON NM,02/12/2025,MITRE REALTY ON NM,2.46,Construção Civil,4.06,Incorporações,2162140.0,400887000.0,30/09/2025,907265000.0,105775000.0,8.18,0.46,0.41,9.35,4.39,25.6,0.37,8.4,0.18,6.8,0.41,4.1,0.79,4.4,5.0,7.61,2.32,9.93,0.62,20.3,0.48,2253320000.0,610291000.0,103913000.0,506378000.0,1722400000.0,989206000.0,1091270000.0,243215000.0,91392000.0,18688000.0,49006000.0,8658000.0,13.5
MDNE3,28.8,ON NM,02/12/2025,MOURA DUBEUX ON NM,9.7,Construção Civil,30.2,Incorporações,20905000.0,2445380000.0,30/09/2025,2691860000.0,84909000.0,6.92,4.16,1.35,21.33,6.17,35.2,1.21,19.6,0.45,17.5,1.37,7.2,-2.54,8.5,19.5,6.55,2.91,6.79,0.45,33.9,0.37,5489810000.0,808879000.0,562397000.0,246482000.0,2711150000.0,1811090000.0,2019960000.0,548349000.0,396495000.0,124507000.0,353626000.0,117826000.0,4.1
TEND3,28.02,ON NM,02/12/2025,Tenda ON NM,11.73,Construção Civil,28.25,Incorporações,54148100.0,3434640000.0,30/09/2025,3742690000.0,122578000.0,8.13,3.45,2.8,10.01,6.47,29.4,0.89,13.8,0.55,10.6,1.95,8.6,-2.84,10.8,34.4,6.23,1.89,7.05,1.0,10.8,0.62,6190370000.0,1224920000.0,916861000.0,308056000.0,3739150000.0,1227280000.0,3842640000.0,1135360000.0,530812000.0,165460000.0,422352000.0,111670000.0,2.1
PLPL3,16.36,ON NM,02/12/2025,PLANOEPLANO ON NM,7.84,Construção Civil,18.0,Incorporações,19391000.0,3335820000.0,30/09/2025,3410080000.0,203901000.0,10.55,1.55,3.37,4.85,4.55,32.4,1.16,25.5,0.87,13.3,1.38,19.2,5.93,29.3,32.0,4.52,3.7,4.65,1.06,25.9,0.75,3827830000.0,1050040000.0,975776000.0,74264100.0,3308190000.0,989580000.0,2878940000.0,814415000.0,733422000.0,118389000.0,316236000.0,78146000.0,6.1
HBOR3,2.86,ON,02/12/2025,Helbor ON,1.25,Construção Civil,4.27,Incorporações,8042020.0,382814000.0,30/09/2025,1911810000.0,133851000.0,9.22,0.31,0.26,10.92,2.39,33.3,0.34,14.2,0.06,11.7,0.31,2.4,-0.37,2.6,2.8,10.77,1.84,11.95,1.27,6.8,0.17,6584080000.0,1855300000.0,326298000.0,1529000000.0,2744380000.0,1461830000.0,1123340000.0,232630000.0,160047000.0,22204000.0,41509000.0,465000.0,3.5
DIRR3,18.58,ON NM,02/12/2025,Direcional Engenharia ON NM,7.67,Construção Civil,18.65,Incorporações,79352400.0,9670890000.0,30/09/2025,9888460000.0,520500000.0,12.74,1.46,3.95,4.7,10.18,38.7,2.39,23.5,0.78,22.2,2.31,7.7,-2.37,9.7,31.0,9.63,3.93,10.41,1.09,23.2,0.33,12415700000.0,2667070000.0,2449510000.0,217569000.0,5613160000.0,2445690000.0,4041370000.0,1157820000.0,949971000.0,281224000.0,759371000.0,229652000.0,5.9
CURY3,37.96,ON NM,02/12/2025,CURY S/A ON NM,15.83,Construção Civil,38.37,Incorporações,75807100.0,11079600000.0,30/09/2025,10629400000.0,291875000.0,12.72,2.98,8.0,4.75,8.69,39.4,2.21,25.4,1.97,19.4,6.51,22.6,-19.0,35.7,62.9,8.12,2.0,8.34,0.96,32.7,0.89,5632000000.0,1322990000.0,1773200000.0,-450217000.0,3406840000.0,1385220000.0,5014680000.0,1416930000.0,1274800000.0,365397000.0,871243000.0,255253000.0,6.4
PTBL3,3.41,ON,02/12/2025,PORTOBELLO S/A ON,3.18,Construção e Engenharia,5.52,Produtos para Construção,606618.0,480766000.0,30/09/2025,1513540000.0,140987000.0,-2.53,-1.35,2.47,1.38,5.12,35.8,0.19,3.6,0.13,-7.3,-8.11,2.6,-0.23,3.6,-97.9,5.16,0.96,16.11,6.61,8.1,0.73,3567100000.0,1285250000.0,252471000.0,1032780000.0,1266470000.0,194535000.0,2595390000.0,685068000.0,93922000.0,41316000.0,-190399000.0,-41075000.0,
AZEV4,0.22,PN,02/12/2025,AZEVEDO & TRAVASSOS PN,0.2,Construção e Engenharia,1.23,Construção Pesada,2327870.0,130406000.0,30/09/2025,188288000.0,592756000.0,-0.18,-1.22,0.82,0.27,-1.46,8.3,0.49,-33.4,0.12,-269.4,-1.12,-8.5,-0.19,-9.7,-453.3,1.44,0.65,-2.1,0.41,35.5,0.26,1046490000.0,65073000.0,7191000.0,57882000.0,214002000.0,159350000.0,268152000.0,116103000.0,-89466000.0,1697000.0,-722313000.0,-620391000.0,
AZEV3,0.25,ON,02/12/2025,AZEVEDO & TRAVASSOS ON,0.21,Construção e Engenharia,1.23,Construção Pesada,367639.0,148189000.0,30/09/2025,206071000.0,592756000.0,-0.21,-1.22,0.93,0.27,-1.66,8.3,0.55,-33.4,0.14,-269.4,-1.27,-8.5,-0.22,-9.7,-453.3,1.58,0.65,-2.3,0.41,35.5,0.26,1046490000.0,65073000.0,7191000.0,57882000.0,214002000.0,159350000.0,268152000.0,116103000.0,-89466000.0,1697000.0,-722313000.0,-620391000.0,
SOND5,53.99,PNA,06/11/2025,SONDOTECNICA S/A PNA,31.04,Construção e Engenharia,59.93,Engenharia Consultiva,1274.0,132707000.0,30/09/2025,97936400.0,2458000.0,4.78,11.3,1.83,29.44,3.93,30.2,0.6,15.3,1.09,12.7,3.52,27.8,5.81,40.1,38.4,2.48,2.1,2.9,-,29.9,1.82,121442000.0,,34771000.0,-34771000.0,71913000.0,72363000.0,220668000.0,56454000.0,33808000.0,10233000.0,27779000.0,8343000.0,11.6
SOND6,51.14,PNB,28/11/2025,SONDOTECNICA S/A PNB,31.44,Construção e Engenharia,59.0,Engenharia Consultiva,355.0,125702000.0,30/09/2025,90931100.0,2458000.0,4.53,11.3,1.74,29.44,3.72,30.2,0.57,15.3,1.04,12.7,3.33,27.8,5.5,40.1,38.4,2.3,2.1,2.69,-,29.9,1.82,121442000.0,,34771000.0,-34771000.0,71913000.0,72363000.0,220668000.0,56454000.0,33808000.0,10233000.0,27779000.0,8343000.0,12.3
ETER3,4.09,ON,02/12/2025,ETERNIT ON,3.62,Construção e Engenharia,6.02,Produtos para Construção,440301.0,252668000.0,30/09/2025,396973000.0,61777000.0,5.37,0.76,0.3,13.69,11.2,20.4,0.22,1.9,0.18,4.0,1.02,1.6,4.5,1.8,5.6,4.83,1.66,17.6,0.21,1.9,0.83,1415200000.0,180024000.0,35719000.0,144305000.0,625499000.0,845709000.0,1169490000.0,319320000.0,22554000.0,10539000.0,47069000.0,18977000.0,0.9
HAGA4,1.21,ON,02/12/2025,HAGA ON,1.01,Construção e Engenharia,1.32,Produtos para Construção,8421.0,14399000.0,30/09/2025,-14996300.0,11900000.0,14.13,0.09,-0.29,-4.22,-4.87,20.7,0.52,-10.6,0.21,3.6,0.39,-4.2,-0.25,-16.8,-2.0,7.63,2.46,5.08,-0.41,-8.9,0.4,69753700.0,20754100.0,50149400.0,-29395300.0,62417800.0,-50250200.0,27940200.0,7899340.0,-2954250.0,-207800.0,1019270.0,922028.0,
